comment,label_prediksi
"kunjungi sanur di pagi hari untuk menikmati matahari terbit, ombaknya cenderung tenang dengan pantai yang landai sehingga anak anak dapat berenang dipantai",Positif
pas aku kesana cuacanya bagus jadi pemandangannya keliatan indah banget cuman rame banget karena pantinya terkenal juga,Positif
duduk di pantai sanur sore hari sambil memandang laut membawa kesan yang menyenangkan yang membuat hilang rasa capek.memandang biru laut pantai sanur sangat assik ditambah minum kopi 1 cangkir yg bisa dipesan dari warung2 disitu.rasanya enggan untuk mengalihkan mata dari air laut pantai sanur.,Positif
"ini pantai yang pas untuk berenang di daerah sanur,lokasi tak jauh dari pusat kota  denpasar  dan by pass . cocok untuk keluarga karna pantainya bersih dan airnya jernih.",Positif
"pantai sanurlokasi yang ramai dikunjungi oleh wisatawan lokal dan wisman, disana para tamu bisa melihat pemandangan pantai yang indah, berenang atau bahkan sekedar berjalan di pasir pantai atau bermain sepeda bersama keluarga atau teman-teman.",Positif
"kalau datang ke pantai sanur, datanglah pagi2. jangan lupa bawa kamera untuk mengabadikan sunrise.sembari menunggu datangnya mentari pagi, bolehlah menikmati secangkir kopi hangat, jagung bakar dan pisang goreng.pagi jam 5/6 tidak banyak yang menjual jajanan. hanya 1-2 pedagang. carilah kios2 kecil di pinggir pantai. mereka sudah buka jam 5/6 pagi.",Positif
"pantai sanur ini sangat indah dan banyak wisatawan yg berlubur ke pantai ini,karna tempatnya yang indah ini membuat keramaiannyaa",Positif
jika sedang berada didenpasar wajib main ke pantai sanur. disini kita bisa menyewa sepeda untuk gowes.,Positif
lokasi pantai sanur sangat cocok untuk melihat matahari terbit. bila pada cuaca cerah dan tidak berawan pengunjung dapat melihat matahari keluar dari horizon.,Positif
"pantai sanur menawarkan hamparan pasir putih dengan air laut yang biru jernih. di bagian utara, pantai dipenuhi dengan kapal-kapal yang berlabuh (yang siap mengantarkan anda untuk berwisata ke nusa penida). sedangkan di bagian selatan, pantainya lebih rata sehingga bisa digunakan untuk bermain air.menurut info, pantai sanur paling baik dikunjungi untuk melihat sunrise. sayangnya, saat itu saya tidak sempat datang di pagi hari. jadi hanya menghabiskan sunset disana sembari membeli bakwan iris yang diberi sambal. anda akan menemukan banyak penjual yang menjajakan makanan ini. jadi, patut dicoba sembari duduk di atas pasir menikmati keindahan pantai sanur.ada penyewaan sepeda yang bisa anda nikmati untuk mengitari sepanjang pantai sanur.",Positif
"ayo yang mau nikmati sunset bisa kesini disini tempat nya bagus loh, terus udara nya seger dan tempat nya bersih, kalian bisa ajak keluar atau pasangan kalian buat liburan atau nikmati sunset di sini huhuhu",Positif
"pantai sanur berada di sebelah timur, sangat cocok untuk melihat matahari terbit di pagi hari. sunrise di pantai sanur salah satu yg terbaik di bali. suasana pantai dengan gelombang yg sedang, sangat tenang dan nyaman. jika lapar tidak usah kawatir karena banyak pedagang makanan di pantai sanur. paling enak makan jagung bakar atau gorengan ""lumpiyang"" saat melihat sunrise adalah yg terbaik. setelah itu bisa langsung mandi ke pantai yg dingin bikin segar di pagi hari.",Positif
"pantai sanur bukan hanya sekedar pantai, tapi juga bisa dikatakan debagai pelabuhan penyebrangan untuk ke nusa lembongan dan nusa penida. selain itu, kita juga bisa melihat matahari terbit dari pantai ini.",Positif
tempat yang asyik untuk rekreasi dan santai......tempatnya indah banyak wisatawan menikmati sunset yang sangat indah bekunjunglah kesini maka anda akan dapatkan kepuasan bersantai maksimal,Positif
pantai dengan pasir putih yang indah dan ada juga water sport. airnya juga tenang nyaman untuk mengajak anak anak,Positif
pantai yang bagus buat berlibur bersama keluarga . suasana nyaman bersih dan indah .. tempat paling asik,Positif
"lebih tenang daerahnya, tidak se crowded pantai kuta. lebih enak buat santai2. bisa nyebrang ke serangan tempat kura2, bisa sewa boat dari sanur juga selain dari benoa.bisa melihat view gunung agung dari pantai sanur",Positif
pantai sanur sangat cocok untuk menikmati sunrise. namun anda harus pagi pagi sekali datang kesini untuk mengejar sunrise,Positif
"di pinggir pantai banyak terdapat penjual makanan beraneka macam. saya sungguh menyukai jagung bakar, meskipun sederhana namun terasa nikmat. saya suka melihat keramaian kapal-kapal yang bersandar.",Positif
"semua pasti kenal sanur beach. pantai sanur terletak di pulau bali. pantai ini merupakan salah satu destinasi pantai di bali. dengan tingkat pengunjung yang selalu ramai. tapi sayangnya untuk pemerintah daerah lebih bs menjaga lagi kebersihan, kerapihan. sanur sudah kelihatan kotor, tidak ada penambahan atau peningkatan fasilitas, seperti tmpt bilas mandi, tmpt mkn yg nyaman dipinggir pantai, serta tempat parkir yang memadai. tetapi overall sanur masih jadi rekomendasi destinasi pantai di bali, masih banyak turis yg datang, serta kalau mau yang menyebrang ke nusa penida bs lewat sanur",Positif
"tempatnya bagus, selalu ramai oleh pengunjung. salah satu pantai favorit di bali. nyaman buat liburan keluarga",Positif
bangun pagi-pagi dari tohpati ke pantai sanur buat hunting sunrise bareng teman.sekalian santai menikmati ombak pantai yang tenang dan menghirup udara segar pantai.,Positif
"area sanur jauh lebih sepi dan santai dibandingkan kuta dan sekitarnya. pantainya sendiri berwarna lebih gelap, lebih landai dan luas. didominasi banyak perahu nelayan, kehidupan disini tampak lebih lambat dan santai.",Positif
"kebanyakan wisatawan datang kesini untuk menyaksikan sunrise. tapi saya lebih suka datang di sore hari karena lanhit senjanya tidak terlalu silau, apalagi aneka jajanan yang di jual di pinggir pantai. terutama lumpianya",Positif
"pantai yg sangat indah di bali untuk menikmati sunrise. pantai sanur jg sangat bagus untuk wisatawan yg sudah lansia, sebab tdk terlalu bising dan enak untuk bersantai. di pantai sanur jg bsa untuk mandi atw sekedar berendam bersama keluarga dn teman2. juga salah satu akses penyebrangan menuju pulau nusa penida dn nusa lembongan. pada bulan2 tertentu, di sebelah utara pantai sanur tepatnya di pantai padang galak. selalu dijadikan tempat perlombaan layang - layang tingkat lokal bali maupun international.sahabat traveler... jangan lupa mampir yaa...😙😙😙",Positif
"pantai sanur mungkin lebih ke pelabuhan soalnya di sini tempat berkumpulnya penumpang2 yg mau k wisata yg mreka tuju.. lautnya cukup bersih, anginnya tidak terlalu besar.. tidak ada ombak.. tp untuk melihan sunrise bisa..",Positif
ada juga agen2 yang menawarkan untuk menyeberang ke pulau lain mulai ke lembongan sampai gili-lombok,Positif
"pantainya bagus banget, free access dan pasirnya putih dan bersih. minus nya gak bisa melihat view sunset sepertinya haha. wajib ke sanur dan lebih sepi dibanding kuta",Positif
pantai yang begitu indah.. selain bisa menikmati nuansa pantai dan deburan ombak saya juga bisa mencicipi aneka kuliner khas bali di pantai sanur,Positif
"lokasi ok, harga makanan murah.. hanya kurang beragamawas yg jomblo jangan baper, soalnya banyak bule yg lagi mesra-mesraan disana",Positif
bagi yang suka bangun pagi sangat dianjurkan untuk mengunjungi pantai sanur sebagai spot melihat matahari terbit. ada masjid besar untuk shalat shubuh juga ada kuliner terkenal dibali,Positif
"sering ngajak anak2 main kepantai sanur, ombak kecil, aman untuk main anak-anak. tidak terlalu ramai namun semuanya ada",Positif
"pantai yang bagus. sebenarnya kesini untuk coba ikan makbeng, tapi diluar dugaan pantainya juga keren. ada tempat untuk duduk bersantai menikmati angin sepoi sepoi.",Positif
"sore hari bingung mau kemana?bisa datang ke sanur bali. selain kita bisa santai dan bengong di gazebo, kita juga bisa berenang sambil liat orang cari ikan atau mancing.",Positif
"pantai sanur bagus untuk sunrise dan berenang. kami tidak dapat sunrise disini tetapi untuk berenang bagus. cocok untuk berjemur, santai, tidur tiduran dan makan. pantai sanur lebih bersih dibanding pantai kuta.",Positif
menikmati sunset di pantai ini merupakan kepuasan tersendiri. lokasinya tidak begitu jauh dari kota denpasar,Positif
pemandangan pantai dan olahraga kano yang bagus . anda juga bisa berenang serta jalan jalan dipinggir pantai...karena pantainya sangat tenang,Positif
"pantai sanur bersih,berbagai jenis makanan ringan yang murah-murah tersedia disana,tiket masuknya murah.pokoknnya anda pasti puas dan pasti akan ketagihan.",Positif
pantai sangat nyaman ......    untuk bersantai bersama keluarga ..........   pantai bersih dan sejuk.. air bersih dan juga bisa bermain layangan..,Positif
"waktu saya mengunjungi pantai sanur saat itu tiba di pantai pukul 11 siang air laut masih pasang dan cuaca cukup terik, setelah menunggu sampai pukul 3 sore air laut mulai surut dan sangat cocok untuk berenang, terlebih jika membawa anak kecil. di pantai juga tersedia penyewaan pelampung serta gazebo bagi anda yang tidak membawa tikar. bagi yg ingin membawa kendaraan roda 4 disarankan untuk datang sebelum pukul 3 sore karena lahan parkir yg disediakan tak terlalu luas.",Positif
"paling suka namanya joging di pantai sanur...selain deket rumah,pantai nya juga bersih,ada banyak jajanan juga. pokok nya kalau mau jalan² murah,bersih yaaa ke pantai sanur aja👍👍👍",Positif
"pd tgl 19 juni saya berkunjung ke pantai sanur utk berangkat ke nusa penida. sebelumnya saya menginap di grand inna bali. namun pd tgl 20 juni pd saat hari keberangkatan,yg terjadi adalah tdk boleh masuk ke dlm dikarenakan akan ke nusa penida. aneh ya, harbour ke nusa penida lewat pantai sanur,tapi parkir di dalam ditolak.",Positif
"coba bayangkan ....begitu indah tuk di kenang...terasa ada yg kurang jika ke bali ..tidak singgah ke pantai sanur..pasirnya  putih ...penyu atau turtle bertelur di pinggiran ...menambah indahnya suasana ...pantai sanur ,pantai semawang,,sungguh menawan  hati",Positif
di pantai sanur sangat ramai dengan pengunjung karena pantai ini terkenal dengan sunrisenya yang indah. bisa beranang juga disini. ada juga dermaga untuk menyebrang ke nusa penida dan nusa lembongan.,Positif
"masih tempat yang paling pas untuk menikmati sunrise di pinggir pantai. pemandangannya indah, dan bisa sambil menikmati sarapan.",Positif
"pantai yg indah dan banyak terdapat pohon"" besar untuk berteduh seusai bersepeda, dan bsnyak terdapat restaurant",Positif
"pantai ini sangat cocok dikunjungi untuk orang yg ingin jogging atau bersepdaan di pantai. pantainya lumayan bersih, selain itu juga banyak pengunjung. terdapat beberapa balai-balai untuk melihat keindahan pantai sanur.",Positif
"pantai ink karang saya kunjungi dulunyasampai penasaran ke tempat makan mak beng, akhirnya mampir juga dan lihat2 sekelilingnyacukup banyak paket2 yg tawarkan oleh beberapa perusahaan jasa antaran ato watersport di sini dg tujuan nusa lembongan dan gili trawangan, atau lombokair laut nya disini masih tergolong coklat alias kurang bening, tp masih saya lihat beberapa anak2 mandi si laut dan ada juga yg lagi surfingbanyak juga kapal2 dengan mesin yg cukup banyak(ada yg saya lihat lebih sari 4mesin salam satu boat)ada juga kapal2 tradisionalkondisi kebersihan nya masih kurang bersih pasirnya(mgkn krn pernah melihat di pantai kuta yg sering ada pembersihan dr 'warga' setempat), tp masih oke lah utk sanurbanyak juga warung2 kecil di sepanjang pantai mulai dari menawaran makanan kecil termasuk jagung bakar, minuman hangat ato dingin ato makanan berat.",Positif
pantai sanur pemandangannya sangat indah dan sejuk apalagi kalau datang pagi-pagi terlihat begitu indah sunrise.,Positif
pantai sanur suatu tempat yang sangat dikenal dengan pasir putih dan juga dikenal dengan matahari terbit dan pemandangan sangat indah dan hijau.,Positif
kesini sering sore buat nyari jagung bakar sambil ajak anak main pasir.tapi kadang2 kotor pantainya.,Negatif
"pantai bagus, rapih, tidak terlalu membutuhkan biaya banyak karena tidak dipungut tiket masuk.cukup membayar parkir kendaraan saja dan membeli makanan jika diperlukan",Positif
bagian yang paling saya suka dari tempat ini adalah sunrise yang luar biasa indah ditambah dengan udara pagi yang segar.... daaaaannn tidak lupa sop ikan mak beng nya yang melegenda. meski begitu kurang suka dengan crowded nya ... penataan pedagang yang mengambil bibir pantai terutama.,Positif
pantai yang wajib dikunjungi karena keindahan panoramanya. pantai ini menarik banyak minat orang karena pemandangan matahari terbit di pagi hari yang tidak ada duanya.,Positif
always enjoying our time watching the sunrise at sanur beach.karena tempat ini ga terlalu ramai jadi kami bisa benar2 menikmati moment sunrise.rasanya bikin relax banget.,Positif
"tempat yang nyaman dengan suasana yang sejuk dan pantai yang bersih, cocok bagi wisatawan usia senja",Positif
pantai yg indah dan nyaman banget dikala pagi hari love pantai sanur and pemandangan laut yang memukau mata sambil berjemur 😍😍,Positif
"kalo anda mau liat sunrise disini tempatnya. aplagi sambil jogging pagi pagi, oke banget. selain itu di sore hari kita bsa sambil sewa cano dan makan lumpia.",Positif
"pantai ini dikenal juga dengan sebutan pantai matahari terbit, karena pantai ini menyajikan sunrise yang keren.",Positif
pangai yang luas dengan full view sunrise dan sunset. ketika pagi hari kita bisa melihat matahari terbit secara full di upuk timur pun sebaliknya.,Positif
"pagi ketika jalanan belum begitu ramai,dan udara masih bersih sanur matahari terbit adalah tempat yg baik untuk joging, setelahnya kita bisa mandi berenang sambil menikmati matahari yg mulai naik. alangkah indahnya",Positif
"pantai yang tenang, tidak banyak orang, tempat yang menyenangkan untuk bermain bersama anak2 dan keluarga",Positif
"di lihat dari jauh pantai ini memang bagus, ombaknya juga bersahabat buat bermain air. tapi di liat dari dekat pantai ini banyak sampahnya  entah dari pengunjung yang daptang atau sampai yang terbawa oleh arus.",Positif
jalan jalan bersama teman di pantai sanur sambil menikmati sunrise sangat mengesankan. disana juga banyak yang jualan lumpia dan pernak pernik khas bali,Positif
salah satu pantai yang juga perlu di kunjungi karena suasananya tidak terlalu ramai. sekitarnya banyak hotel dan hostel murah juga berbagai rumah makan. ada juga dive center bagi yang ingin diving dan juga kapal penyebrangan ke pulau lembongan/penida bisa naiknya dari tempat ini. sekali jalan (one way) 100-200 ribu rupiah.,Positif
"terlalu ramai untuk liburan yang nyaman buat anak-anak, banyak penjual makanan dan baju khas bali, tempat lalu lalang yang terlalu ramai",Positif
"pantainya biasa aja sebenernya, ga yang bening banget airnya. tapi ya lumayan lah buat chillin', santai - santai.",Positif
salah satu pantai bagus di bali..langit biru dan air nya jernihharga makanan dan minuman murah rekomendasi !!,Positif
"sangat nyaman untuk berlibur disini bersama keluarga, pasangan atau teman. sangat sering berlibur disini untuk bermain sepeda (menyewa sepeda), dapat menikmati sunrise di pagi hari jika tidak hujan.good place in bali.",Positif
"pantainya bersih, pasir putih, air nya bersih bening, tak ada sampah, pantainya sepi .di sediakan jalan setapak, dan hanya untuk pejalan kaki, dan sepeda gayung",Positif
bagus. luas. indah. cocok untuk bermain anak2. ombak tidak besar. pantainya bersih. bebas sampah.oke dehhhh,Positif
salah satu maskotnya bali....pantai sanur lokasi nya sangat strategis dekat dengan pusat kota dan pantai ini ombak nya sangat tenang... semoga selalu terjga,Positif
sunrise nya bagus banget tapi harus pagi pagi ke sini. sambil menikmati sunrise kita bisa membeli dan mencicipi makanan tradisional yang banyak dijual di sisi pantai. mau beli suvenir juga ga susah karena toko suvenir banyak disepanjang pantai.,Positif
pantai sanur lokasi nya sangat strategis dekat dengan pusat kota dan pantai ini ombak nya sangat tenang sangat aman untuk mandi bersama anak- anak dan pengujung yang selalu ramai membuat suasana yang makin meriah..,Positif
pantainya bagus & bersih. pada saat pagi sering di jadikan tempat untuk lari pagi oleh banyak orang. sayang waktu kami berkungjung kesini cuaca lagi mendung jadi sunrise tidak terlihat secara sempurna.,Positif
pantai ini sangat cocok sebagai tempat untuk lari pagi sekaligus menikmati pemandangan matahari terbit,Positif
bagusbersihnyaman indahmatahari tercinta bagusmakanannya traditional kopinya enak airnya jernih dan dingin,Positif
"satu tempat yang cocok untuk melihat matahari pertama di tahun 2018, untuk sore banyak yang dapat di lakukan disni, bersepeda, naik cano, berenang , bermain pasir",Positif
sanur gak berubah dari jaman kapan sampai sekarang.tetap ramai.masih bisa di buat berenang kok....,Positif
"pantai-pantai di bali kebanyakan letaknya di selatan atau barat. nah, pantai sanur ini letaknya menghadap ke timur, sehingga kita bisa melihat sunrise di sini. sunrise atau matahari terbit yang terlihat sangat indah! usahakan datang pagi sekali ya, sebelum jam 6 pagi.",Positif
"pantai sanur saat ini kondiainya jauh berbeda dengan jaman dahulu, agak kotor di beberapa tempat, saran saya kalo ingin area pantai yang bersih bisa datang di sekitaran area hotel berbintang yg banyak terdapat di pantai ini seperti grand ina bali beach, area puri santrian, hyatt disana kebersihan pantai relatif terjaga",Positif
pantai yang dulu pernah ramai. terkenal dengan sunrisenya yang cantik. sayang sampai sana saat siang jadi panas. merupakan pantai dengan pasir hitam.,Positif
wahhh air disana sangat bersih dan bening... bisa melihat jelas sampai kedasar. angin terus menerus meniup sampai baju yang basah pun jadi kering.,Positif
