User,Comment,Rating
Happy Prabowo,"Kesini pada saat liburan Christmas, dan sempet untuk lihat tari kecak. Untungnya sudah pesan tiket jauh jauh hari. Jadinya bisa lihat tari kecak saat sunset di pura ini",5 bintang
Triana Ari Murti,"Pura Luhur Uluwatu adalah salah satu tempat terbaik di Bali untuk menikmati matahari terbenam, dengan pemandangan langsung menghadap Samudra Hindia yang indah.",5 bintang
Sony Wijaya,Pengalaman menambjubkan ticket murah ..pelayanan bagus cuman hati hati sama si monyet nya hp atau kaca mata pegang erat erat si monyet nya nakal nakal ..good for bali..is the best tourism im from bandung indonesia west java..,5 bintang
Suci Sonya,"Bagi yang berkacamata lebih baik kacamatanya disimpan, karena banyak monyet yang dengan sigap akan mengambil kacamata anda walau dalam kondisi terpakai",5 bintang
Efrain Apriwanto Rerung,"Pura Luhur Uluwatu merupakan pura yang berada di Desa Adat Pecatu, Kecamatan Kuta Selatan, Kabupaten Badung.
Pura yang terletak di ujung barat daya pulau Bali dan di atas anjungan batu karang yang terjal dan tinggi serta menjorok ke laut ini dipercaya oleh umat Hindu Bali sebagai penyangga dari 9 mata angin.
Pura Luhur Uluwatu berada pada ketinggian kurang lebih 97 meter dari permukaan laut. Di depan pura ada hutan kecil yang berfungsi sebagai penyangga kesucian pura.
Pura Luhur Uluwatu menjadi terkenal karena tepat di bawahnya ada pantai Pecatu yang sering kali digunakan sebagai tempat olahraga selancar serta event internasional lainnya.
Dari atas area Pura Luhur Uluwatu kita bisa menikmati keindahan laut lepas dengan ombak-ombaknya di pantai.
Bagi pengunjung yang akan ke area Pura Luhur Uluwatu agar berhati-hati dengan barang bawaannya, karena di dalam area ini hidup juga monyet yang terkadang jahil 😁 mengambil barang bawaan kita (kaca mata, hp, kamera, tas, topi, dll).
Fasilitas umum bagi para wisatawan di sini cukup baik.",5 bintang
Siti Ida,"Pemandangan bagus banget apalagi dari atas maa sya Allah, cuma mau nonton tari kecaknya ruame bgt antri tiketnya puanjaaaang jd ga nonton deh",5 bintang
dita anniza,Pura nya cantik dan masih digunakan untuk ibadah. Harus hati2 dengan monyet krn nakal dan suka ambil barang2. Daya tariknya adalah nonton kecak di pertunjukan pertama jam 18.00-19.00 benar2 suguhan yg menarik.,5 bintang
Sarah Mulyana,"Destinasi wisata yg wajib dikunjungi saat singgah ke Bali,
Untuk manajemennya, kebersihan toilet ditingkatkan, untuk pengunjung harap berhati2 dengan barang bawaan saat dekat dengan monyet2 disana.",4 bintang
Kiki Jones,"Untuk Melihat tari Kecak show d pura Uluwatu adalah akitivitas di Bali yang sangat indah, karena dengan background samudra nya membuat show ini menjadi super duper amazing.",5 bintang
Yunira Nurhaya,"Tempatnya sangat bagus, pemandangan indah langsung kelaut, pura sangat indah, banyak pertunjukan adat yang baik dan tempat luas. Banyak spot foto yang sangat indah :)",5 bintang
Rayhan Yasser,Salah satu destinasi yg wajib di kunjungi kalau di pulau dewata. Melihat tari kecak di tengah sunset adalah yg terbaik,5 bintang
ita sulistiani,"Walau sudah berulang kali kesni. Tapi setiap ke bali, mesti singgah kesni. Karena suka banget liat monyet2 nya dan sejuk karena banyaknya pohon.
Sudah tau harus berhati2 terhadap barang2 yang dipakai. Ttp saja kecolongam hahahaha emang dasar monyet",5 bintang
Adini Cipta,"Karena saya kesini saat hari libur, ini membuat antrian cukup banyak, melihat tari kecak saat senja tiba itu sangatlah indah🥳
Saya juga mempunyai kenangan dengan seekor monyet yang menginginkan tas saya haha😅",5 bintang
Mister Purple,Cukup bagus viewnya disore hari. Terutama saat pertunjukan Kecak Dance.,5 bintang
Isma Narakira,"Sore hari setelah kegiatan pelatihan selesai, diajak teman teman bali utk mengejar matahari sambil menonton pertunjukan kecak. Luarbiasa majestic, bisa melihat sunset dan menikmati pertunjukan si hari yg cerah.",5 bintang
Ema Noviana,"Hati"" dengan barang bawaan... kacamata saya sempat diambil dan beberapa bagian rusak. View ok",5 bintang
wahyuap 029,"Pura Luhur Uluwatu terletak di atas tebing dengan pemandangan laut Samudra Hindia yang menakjubkan. Pemandangan matahari terbenam dari sini sangat indah.Pura ini memiliki arsitektur tradisional Bali yang unik dengan banyak patung dan ukiran yang indah.Setiap sore, diadakan pertunjukan tari Kecak di pura ini.",5 bintang
The Bali Transporter,Pura umum bagi umat Hindu Bali dengan spot sunset terbaik dan Tarian Kecak yang bagus,5 bintang
Zahmi Adam,"Agar tdk cape mendaki anak tangga, sebaiknya anda mulai eksplor dr tebing tepi pantai selatan dr arah panggung tari kecak, lanjut menaiki tangga pura luhur uluwatu, ada shelter point view utk ngaso sejenak, dr sini anda kekanan menuruni anak tangga menyusuri tebing pantai, dipertengahan ada toilet bersih, lanjut terus menyusuri pedestrian, dan terakhir kembalikan sarung/selendang lalu keluar menuju parkiran. Klo haus, lelah, di area parkir ada foodcourt mkn/ minum dan kelapa muda. Parkir luas, langsung di dpn hall lobby entrance/ loket Htm 30K anak 20K balita free. (16/8'2023)",5 bintang
purnamasari vina,Cocok untuk berwisata selain ada pura jg bs lihat laut dgn debur ombak yg indah,5 bintang
dewi oktaviani,"Pura Luhur Uluwatu adalah salah satu tempat terbaik di Bali untuk menikmati matahari terbenam, dengan pemandangan langsung menghadap Samudra Hindia yang indah. Tanpa diragukan lagi, apa yang membuat Pura Uluwatu spektakuler adalah tebing setinggi 250 kaki di atas ombak Samudera Hindia.",5 bintang
Lestari Mahastuti,"Pemandangan laut dari atas tebing Uluwatu indahnya sulit dilukiskan dengan kata-kata. Sudah beberapa kali kesini tetap saja terpukau dengan keindahannya. Tapi memang kalau berkunjung di siang hari (waktu yang pemandangannnya paling cerah & indah) panasnya luar biasa, sehingga harus siap sunscreen dan air minum supaya tidak gosong dan dehidrasi. Terakhir kali berkunjung sore hari untuk menonton pertunjukan Tari Kecak. Kecak Uluwatu memang banyak sekali peminatnya sehingga terasa suasana sangat ramai dan meriah. Tapi ternyata saya lebih suka menonton Kecak yang tidak terlalu ramai dan lebih terasa suasana mistisnya seperti di Tanah Lot atau Ubud.",5 bintang
Sara Putri Bungaran,"Waktu acara di kampus definitely bakal ngajakin temen2 dari luar bali untuk kesini! Tempatnya iconic bali banget dan indah! Apalagi pas sore2 sambil nyunset, trus tari kecaknya gabole ketinggalan! Jadi kalau mau ke bali, HARUS KESINI!Aesthetic and bagus bangettt<3",5 bintang
Nurul Wulandari,"Tempat yang wajib dikunjungi, apalagi untuk yang pertama kali ke Bali, karena yang sudah sering pun masih saja ingin bulak balik ke sana karena keindahannya yang spektakuler.

Pantai bertebing yang menghadap samudera, yang bisa dikunjungi adalah bagian atas tebingnya dimana terdapat pura. Karena fungsi utamanya adalah tempat ibadah maka pengunjung harus menghormati aturan yang berlaku di sana.

Waktu kunjungan terbatas sampai jam 19.00.. waktu terbaik adalah sore menjelang matahari terbenam, walau siang pun tetap bisa betah berlama-lama menikmati keindahan alamnya.

Yang menjadi catatan adalah harus hati-hati dengan banyaknya monyet di sana, jangan diganggu dan jangan sampai diganggu. Barang bawaan ataupun yang dipakai jangan sampai lepas.",5 bintang
may susan,Pemandangannya indah lumayan tdk membosankan meskipun hrs menunggu show kedua tari kecak bbrp jam. Tari Kecaknya amazing,5 bintang
Kornelia Kornelia,Salah satu icon bali yang wajib dikunjungi.  View nya bagus banget. Tapi wajib hati hati kalau kesini. Banyak bgt monyetnya. Jgn bawa apapun ke dalam sini yaa 😁 monyetnya suka merampas apapun dari Pengunjung. Baik kacamata maupun handphone hrs dijaga ekstra. Kacamata tidak boleh diletak di atas kepala. Pasti diambil kayak saya lupa dikit dan taruh di kepala cuma beberapa detik langsung raib dan dipecahin sama monyetnya 😅,5 bintang
Andrioc Kustian,"Pura Luhur Uluwatu, Pemandangannya sangat indah melihat air laut dari atas tebing, banyak monyet-monyet liar berkeliaran tapi masih ramah, bisa melihat tarian ketika ada di pura luhur uluwatu, untuk menyusuri pura luhur uluwatu, musti memiliki kondisi badan yang fit dan usahakan membawa perbekalan minum, karena trackingnya lumayan ketika menyusuri perjalanan disepanjang tebing, disini kami bisa merasakan kesegaran alam sekitar yang masih asri, sayangnya kami tidak sempat menikmati jajanan disekitaran yang menjajaki jajanan.",5 bintang
Sumud23,"Uluwatu salah satu tempat yang wajib juga di kunjungi, disini juga bisa menikmati sunset dan tari Kecak ✨

Banyak monyet berkeliaran di sekitar sini tetap jaga barang bawaan anda 👌",5 bintang
Nurmansyah,Tempat terbaik menikmati matahari terbenam sambil menonton tari kecak,4 bintang
Nayah Ny,"Bagus banget pemandangannya. Untuk masuk ke dalam 30ribu (dewasa), 50rb (tourist internasional. Kalo mo nonton tari kecak 150rb, Biasanya sore menjelang magrib. Hati- hati dengan barang bawaannya karna banyak monyet yang suka tiba-tiba ngambil barang. Temanku kacamatanya di ambil. Hehe",5 bintang
dedi r,"Lokasi pura di atas tebing dengan pemandangan laut dari ketinggian. Pura dengan hiburan monyet-monyet nakal yang lucu. Siapkan tenaga untuk menapaki banyak anak tangga.
Layaknya memasuki pura, maka diwajibkan sopan. Disediakan saroong tuk yang bercelana pendek dan kain pengikat utk yang sudah berpakaian sopan.
Tiket dewasa lokal Rp 30.000/orang di Agustus 2023.",5 bintang
Anugrah Bali,"Masih saja monyet2 menngambil barang2 tamu yg berkunjung..apa mereka kurang makan,,lifeguard nya sngt sedikit...",3 bintang
Priyo Eko,"Tempat yang seru karna banyak monyet liar, tapi juga hati hati dengan kacamata karena bisa diambil sama si monyet",5 bintang
Sabrina A,"Setiap ke Bali pasti kesini. Gatau deh udah berapa kali kesini karena emang selain suka banget ke area Uluwatu, asik aja gitu stop by di temple ini abis itu lanjut nonton kecak dance pas sunset menurut aku truly enchanting",5 bintang
Trend Development Center,"Pura di atas bukit dengan panorama bisa melihat pantai dan laut, sangat indah sekali. Bali sangat Indah.",5 bintang
theo filus,"Pemandangan sangat indah !! Becareful with the monkeys tho, theyre really naughty sometimes. Antrian tari kecak ramai sekali.",5 bintang
Tezasha,"Pura yang paling terkenal untuk melihat sunset!

Juga sebagai tempat masuk bagi yang ingin melihat tari kecak.

Jika ingin melihat tari kecak, kita perlu membeli tiket lagi untuk masuk ke Pura Uluwatu seharga Rp30.000. Sebelum membeli tiket, di luar ada antrian untuk memakai selendang (bagi yang memakai celana panjang) atau kain (bagi yang memakai bawahan pendek). Jangan lupa setelah selesai dikembalikan.

Hati-hati dengan monyetnya!",5 bintang
Musliah Mulyono,"Banyak monyet, hati2 jika jalan ya. Nikmati saja pemandangan yg ada.",5 bintang
Anggito Nur,"Destinasi wisata yang menurut saya cukup worth it saat berkunjung ke pulau dewata tetapi, harus waspada dengan barang bawaan terutama kacamata karena monyet yang ada disini tergolong jail, dan apabila barang bawaan kita diambil oleh monyet yang ada di sini maka jangan ragu untuk meminta tolong para pawang yang berjaga di sekitaran pura. Disamping monyet yang jail, kalian bisa melihat pemandangan indah di pinggir pantai serta arca yang sangat detail dalam pemahatannya.",5 bintang
Hardi,"Pura yang menyuguhkan pemandangan indah melihat laut biru. Cocok berkunjung di musim panas. Tiket masuk cuma Rp30000/orang. Karena wisata religi, anda diwajibkan menggunakan kain khusus ketika masuk. Disini juga banyak monyet, hati-hati jaga barang anda terutama makanan. Anda juga dilarang memberi makan monyet monyet itu",5 bintang
ARM Channel,"Saya belum pernah singgah ke Pura Luhur Uluwatu ini. Tapi, kalau lihat ulasan di Google Map, kayaknya menarik. Perpaduan antara keindahan alam dengan eksotisme puranya.
Sepertinya perlu juga untuk singgah di sini apabila nanti ada waktu perjalanan ke Bali.
Tinggalin jejak ulasan dulu lah, jika nanti sudah di ke sana, bisa nambah ulasannya lagi.",4 bintang
