User,Comment,Rating
Eti Nuswandari,"Good place buat belajar tentang history dan budaya..
Sepertinya di sini selalu rame dikunjungi.. dan memang bagus banget view nya",5 bintang
wanda bae,"Dari sekian destinasi yangsaya kunjungi saat di Bali, Tanah Lot adalah favorit saya. Airnya sangat biru, jernih, dan segar. Kebersihan sangat terjaga. Banyak sekali turis asing maupun lokal. Pantainya unik dan memiliki ciri khas, ada pura (?) yang berada sedikit di tengah pantai. Saat pantai sedikit surut, kita bisa menyeberang untuk kesana. Wait for my next visit!",5 bintang
bela auliazia,"pura yang berada di tengah laut, bila beruntung ketika air laut surut kita bisa mendekat ke area pura. hanya saja karena tempat tersebut adalah tempat suci maka untuk perempuan yg sedang berhalangan untuk tidak memasuki area pura.
di bawah pura ada mata air suci yg sangat unik, karena rasanya tawar seperti air minum biasa, padahal posisi ada di tengah laut.
jangan lupa untuk memberikan sumbangan seikhlasnya ketika kita mencoba air suci tersebut",5 bintang
laura sihite,"Bagus banget tempat dan pemandangannya 🤩, suasananya rame juga dan tukang fotonya cukup murah...",5 bintang
Putu Agus Eka,"tempat wisata pilihan dg fasilitas lengkap.
sebaiknya datang sore sambil menikmati sunset.
jika berkunjung saat air surut, hati2 saat berada di karang tepi laut, kr sering …",5 bintang
Zianida Fira Noerma,"Pertama kali ke tanah lot
Tidak ada yg spesial sih, wisata melihat pura di tepi laut, lumayan cocok utk foto² tp panas sekali cuacanya (bulan Februari 2024), tp menurut penjual pakaian …",4 bintang
Feny Megayana,"Akses dari entrance gate jalan kaki sekitar 400m melewati deretan toko souvenir dan restoran lokal.
Setelah itu menuruni beberapa anak tangga untuk bisa ke lokasi pura. Buka dari pkl 06.00 - 17.00 Wita.",4 bintang
Marshmallow,Tempat wisata yang sangat bagus. Hanya saja saat datang air sedang pasang. Jadi tidak bisa turun ke bawah. Banyak penjual rujak yang enak,5 bintang
djonathan,"14th kemudian baru balik lagi kesini,, wah tambah rapi dan bersih,, banyak perbaikkan dan kios kios jualan pun dan lebih baik lagi,, kebetulan pas air pasang sehingga ombak terlihat mangkin dekat kearah pantai dan menuju tempat pemberkatan …",5 bintang
Yuliana Putri,"Hallo haiii semuanya, mari kita review salah satu wisata di Pulau Dewata, yaitu Pura Tanah Lot.
Buat kalian yang mau liburan ke Bali rekomen nih, bisa di masukin list liburan …",4 bintang
Karseno,"Tempat yang bagus.
Tradisi dan agama sangat kuat sekali. …",5 bintang
Yuni Yanti,"Such a wonderful place ✨
Viewnya indah banget, di sini ada pura di tengah air gitu

Banyak spot belanja dan tempat makan juga. Makan di sini, dengan view dan angin sepoi enak banget",5 bintang
Pawes Hapsari,"Banyak sekali perubahan di tanah Lot dari terakhir ke tempat ini sekitar th 2007/8 😂

Semakin bagus, bersih dan rapih penataannya
Dulu untuk turun mendekati air laut masih bebas diperbolehkan ketika air pasang, sekarang sudah ada pembatas untuk keamanan ketika air pasang tidak diperbolehkan mendekat",5 bintang
Indra kwan,"Petugas keamanan nya sungguh gak ramah, padahal saya tamu hotel, tapi nada bicara nya tinggi dan tidak menyenangkan.
Moga pihak management mencontoh tempat wisata lainnya dalam keramahan.
Tempat wisata nya bagus, bersih dan masih terjaga.
Banyak toko souvenir dan banyak pilihan, tapi gak ada minimarket didalam kompleks wisata ini yang membuat agak kesulitan membeli barang tertentu",3 bintang
Elizabeth Rusli,"Sudah banyak perubahan semenjak kesana, tempat bersih, rapih dan terawat baik sampai sekarang",5 bintang
Yoan Chang,"pas sampai siang dan panas nya ulala... dan sore nya malah mendung, dan yaaa ini tempat wisata yg rame seperti biasa nya 🫠 …",5 bintang
Yeni Lestary,Setiap tahun tidak pernah absen dtng ke tanah lot setiap ke bali dan hari ini tgl 17 april 2024 masih setia mengunjungi....suka banget sm tempatnya..rujak buahnya di dalam mantul banget dan harga murah...baju2 juga murah bisa di …,5 bintang
Nurihyatun Sardjono,"Semakin baik fasilitasnya, hanya utk wudhu saja harus bayar 3000 rupiah dgn kebersihan yg kurang.. Fasilitas musola alangkah baiknya lebih diperhatikan agar wisatawan muslim nyaman.",5 bintang
Meladian octarida,"Saya berada di Tanah Lot 13 Januari 2024, berlibur akhir pekan di hari ulang tahun suami saya Sastra, dan anak kedua saya Ganiy, skalian saya bertemu dengan sahabat pena saya 25 tahun yg lalu, Rosa Juwita, kami sama sama dari Prabumulih Sumatera Selatan, Sabtu Sore yang manis, makan malam dan mengobrol santai sesekali mengenang cerita cerita lucu di masa remaja dulu, sampai bertemu lagi Tanah Lot, Bali memang pulau yg menyenangkan❤️",5 bintang
Cicia,"Pantainya masih terjaga kebersihannya, sejuk,  dan asri. I feel relaxed after visiting here...",5 bintang
Citrus Aurantiifolia,"Tiket masuk 30k perorang untuk dewasa, terdapat musholah dan bayar wudhu 2k, lahan parkir luas, banyak tenant jualan makanan halal dan non halal, jualan souvernir dan berbagai macam lainnya, ada jasa fotografer, dan setiap sore jam 18.15 ada hiburan tari kecak dan tiketnya  harga 100k/orang.",4 bintang
A Adhitya Hasan,"Keindahan pura, deburan ombak, dan keindahan alamnya tidak pernah pudar. Tapi dampak pandemi masih terasa karena banyak toko souvenir yg tutup. Untuk fasilitas ibadah (mushola) ada banyak, tapi harus bayar Rp. 3.000,-",4 bintang
lukman priambodo,"Berkunjung waktu highseasons cukup ramai tapi masih bisa di nikmati, siang hari cukup panas dan waktu berkunjung  di bulan purnama jadi ombak tinggi, tidak boleh turun ke tempat pura, hanya bisa foto - foto diatas dan beli oleh2 di perjalanan keluar.",5 bintang
Catur J. Sutrisno,"meski sering ke bali, tapi baru 2x kesini. tempatnya bersih ada tanda peringatan/batas yang dipasang ketika air mulai pasang,",4 bintang
Nabiila Putri Caesari,"bagus pemandangannya, dan bersih.. sejuk juga dan terdapat ular suci di goa…",5 bintang
Nova Rahayu Ardianto,"Tempatnya bersih dan nyaman
banyak spot foto yang bagus
banyak wisatawan dari berbagai negara
parkirnya luas dan ada mushola juga",5 bintang
Fz Bachtiar,"Obyek wisata Pulau Bali memang tidak ada sepinya. Kreatifitas pengemasannya sangat baik. Brandingnya sangat baik. Foto yang dihasilkan sangat khas, ""ini mesti foto di Bali"". Seandainya akses dari satu obyek ke obyek lain lancar, pengunjung …",5 bintang
Eko Susandi,Wisata Tanah Lot airnya lagi pasang anak² ga ada yg berani,5 bintang
shelly eko,Tanah lot adalah salah satu Pura (Tempat Ibadah Umat Hindu) yang sangat disucikan di Bali. Di sini ada dua pura yang terletak di atas batu besar. Satu terletak di atas bongkahan batu dan satunya terletak di atas tebing mirip dengan Pura Uluwatu. Pura Tanah Lot ini merupakan bagian dari Pura Dang Kahyangan. Pura Tanah Lot merupakan Pura laut tempat pemujaan dewa-dewa penjaga laut. Sangat bagus melihat matahari terbenam.,5 bintang
Wilda Risdiyani,"Ga nyesel datang jauh-jauh kesiniiii
Alias bagus bangettttt, ada banyak pohon juga, jadi ada tempat buat piknik ala-ala gituu, selain itu banyak juga yang jualan oleh-oleh khas Bali",5 bintang
Arif Yulianto,"Pantai yang terletak di barat daya pulau Bali, terdapat Pura Luhur Tanah Lot di pulau karang, di dalamnya ada sumber air suci dan di depannya ada gua ular suci, cocok untuk menyaksikan sunset. 🌊☀",5 bintang
San San,"Tempatnya cukup bagus salah satu yang wajib dikunjungi jika ke Bali, areanya bersih banyak untuk spot foto yang menarik, harga tiket masuk 20rb domestik. Jika air tidak pasang bisa untuk menyebarang ke area pura tebing, saran jika ke sini pagi hari serasa sejuk atau sore bisa menikmati sunset.

Terdapat pula stand area jualan souvernir & pernah pernik kerajinan khas Bali. Dan ada pula cafe serta resto.",5 bintang
Olivia M,"Indahnya negeri indonesiaku ... kalau ke bali wajib ke sini.. buat santai mengagumi pemandangan.. waktu kesini usahakan sore saja biar adem dan ga panasss. Kalau siang jangan lupa bawa payung yahh..
Oh iya perlu cek juga waktu pasang surut airnyaa soalnya kalau pas pasang ga bisa lewatin ke gua yang ada ular itu..

Pokoknya wajib deh kesini kalau pertama kali ke bali.. nyaman buat santai..",5 bintang
Komang Arnawa,"Tempat yang sangat terkenal sampai ke mancanegara yakni Pura Tanah Lot dan Pura Batu bolong. Pura Batu Bolong terletak di sebelah utara Pura Tanah Lot, sebuah pura lain yang dibangun di atas tebing yang menjorok ke laut. Tebing ini menghubungkan Pura dengan daratan dan berbentuk seperti jembatan (melengkung).
Cocoknya berkunjung pada sore hari sembari menunggu sunset.",5 bintang
Feri Iskandar,"saya berpikir awalnya tanah lot bakalan biasa aja , ternyata ketika memasuki areanya saja saya agak kaget, parkiran nya saja sangat luas bukti banyaknya pengunjung yang datang ya, banyak nya orang yang berjualan baju dan oleh oleh yang lumayan tidak murah menurt saya, heheeh, saat memasuki gerbang tanah lot sebenarnya, saya kaget sih, ternyata kawan wisatanya sangat luaas dan tertata rapi ya, saya awalnya mikir ini cuma pantai tik doang gitu, ga taunya berupa kawasan taman yang sangat luas yang sangat cocok untuk tempat bermain , cocok untuk family time, bawa anak anak kecil bermain dan harus tetap diawasi, di bagian depan masuk seperti biasa ada gerbang yang idetik dengan bali, terus masuk kedalam ada tulisan wisata tanah lot bewarna merah tempat spot foto , yang langsung menghadap laut yang idetik dengan tebing yang bolong ditengahnya, tebing yang ada di lautan itu merupakan wihara tempat ibadah umat hindu bali., berjalan ke sisi kiri nya nanti masih taman dengan bangku bangku tembok tempat duduk, ada juga ular yang jinak yang dibayar kalo mau pegang mungkin ya, saya karena takut ga berani mendekat, jalan lagi ke arah kiri banyak wisatan yang berfoto di gerbang gapura bali yang khas tersebut. dikawan bawahnya lagi kebetulan pas saya datang air laut sedang surut jadi bisa jalan ke bawahnya dan melihat tebing tebing yang terbentuk jika air laut pasang dan tentunya sangat alam sih yang saya lihat, ditengahnya ada pulau kecil yang bisa jalan kaki karena surut dan banyak pengunjung yang antri ke vihara itu yang mana sebelumnya disucikan oleh pemuka adatnya , ada juga kawasan ular suci kalo ga salah dan lagi lagi saya takut mendekat, cukup menikmati indahnya lautan yang membiru.",5 bintang
Ahmad Jordan,"Tempatnya sangat indah, menenangkan, disarankan untuk datang pagi atau sore dikarenakan cuacanya panas (membawa topi)
Spot foto nya banyak dan ada pasar tradisional yang menjual berbagai macam aksesoris",5 bintang
Rika Ayu Wijayanti,"Tempatnya bagus banget, banyak spot foto menarik untuk foto",5 bintang
Katrin Lamanepa,"pantainya asri, luas walau datang pada saat hari ramai pun tetap ada spot untuk foto, cocok untuk yang mau menikmati sunset
untuk turis domestik, harga tiket masuk 20k",5 bintang
Bertha Wina,"Pengalaman berkesan tapi cuaca di baki ternyata sangat panas. Berbedaa dengan Lampung hehe agak adem.
Harus pakai pakaian yg menyerap keringat, bawa payung, pakai topi.",5 bintang
Yolania 85,"HTM 30rb
Tempat wisata apik tenan
Tertata rapi dan bikin betah berlama-lama sampai sunset berlalu",5 bintang
Elvi Djuanne,"Kembali datang setelah 2017 lalu, tanah lot kini semakin indahh. Saran bawa payung dan gunakan sunblock kalo tidak mau gosong seperti saya kala itu. Wkwkw
Jangan lupa untuk berbelanja di sekitar area wisata harga yg d tawarkan cukup murah.",5 bintang
Nunik Ludfiah,"Meski panas, tapi tak pernah bosan dengan pemandangan di tempat ini... Tanah lot yang panas tapi indah dengan pemandangan laut beserta pura2 yang indah dan berbeda-beda. Paling banyak menemui berbagai turis manca negara di Bali, ya disini tempatnya. Meski Bali memang tujuan dari berbagai wisatawan asing yang makin terkenal dari film Eat Pray Love saat itu.",5 bintang
Rizky Arfiyanto,"Tempat sakral yang penting bagi umat Hindu Bali, menyuguhkan pemandangan alam yang cantik, tempat bersih dan terjaga, udara segar dan tempat tertata rapi dalam berbagai hal",5 bintang
Rony Qurniawan,"Datangnya agak sore biar gak terlalu panas, pokoknya Jozzz Alamnya",5 bintang
novalisa indreswari,"Pantainya bersih dan indah. Ada pura di tepi pantai. Tapi ombaknya gede jadi pengunjung harus berhati-hati. Selain pantai, disini juga terdapat taman yang tidak kalah indah. Kita juga bisa melihat laut lepas dari tebing di area taman",5 bintang
Khusnul Kotimah,"Aku kesini waktu pagi, jalan menuju tempat ini juga sejuk seperti rasanya sedang berlibur ke desa. Tiketnya murah, orang-orangnya juga ramah. Tempatnya bersih dan nyaman untuk jogging maupun piknik keluarga. Sekedar mencintai budaya yang ada disini, jadi tetap menjaga kebersihan dan taati peraturan yang ada. Cocok untuk mengajak anak mengenal alam lebih luas lagi, atau sekedar jalan jalan sendiri.",5 bintang
Andri Priyanto,"Saat datang kesini air laut sedang pasang sehingga tdk banyak spot yg bisa dikunjungi..

secara keseluruhan tempatnya bagus.. pemandangan bagus, mungkin karena cuaca sedang cerah juga..

di pantai ini ada pura tempat ibadah yg tidak boleh dimasuki wisatawan kecuali untuk beribadah.. jadi kepada wisatawan yg baru datang harap memperhatikan rambu yg diberikan, jgn asal slonong boy..",5 bintang
Iqbal Desailly,Tanah Lot memang luar biasa bagus baik segi pemandangan maupun kebersihan. Akses jalan yang bagus baik dari pintu masuk maupun objek wisata. Terdapat beberapa area yang perlu diberi plang peringatan. Sangat Luar biasa sekali Tanah Lot Bali,5 bintang
Intenprw,Salah satu pantai yg sering aku & keluarga kunjungi setiap ada Tanah Lot Festival ataupun saat hari raya besar keagamaan.,5 bintang
Susilo Purwanto,Tempat wisata dgn view.nya yg indah sekalian bisa lihat sunset/matahari terbenam.,4 bintang
Andrian Refianto,Salah satu tempat wisata wajib dikunjungi bagi wisatawan yang baru pertama kali datang ke bali.,5 bintang
Annisa Adila,"Panas, bawa sunscreen sama uang kecil buat donasi ular suci atau masuk ke temple nya, tiket masuknya lumayan 30k/orang",5 bintang
Yanuhita Anggraini,"it's a good place for traveller destination.. sangat mudah menemukan lokasi, datang menjelang sore supaya tidak terlalu panas.. sebelum masuk ke lokasi, banyak sekali toko souvenir dan oleh - oleh",5 bintang
Ezka Al Taghna,"Tanah Lot, sebuah tempat di Bali yang menyimpan beribu keindahan. Setiap jengkal seakan melambai menyapa dengan keindahannya. Terdapat pura Tanah Lot, ular suci, sumber mata air tawar dan spot untuk menikmati sunset yang siap memanjakan …",5 bintang
Irwan Arisandy,"Hareudang hareudang....Panas...panass....panass...
Pemandangannya bagus, banyak tukang fotobyg nawarin jasanya☺️",4 bintang
Solis Grooming,Keindahan pura dan pemandangan lautnya sangat menawan.betah ama lama di tanah lot.sayang parkiran mobil panas bgt kurang pohon biar ademan.,5 bintang
Layang Bulia,"Tempat yang mantap untuk wisata keluarga, sejawat dan rekan kerja, menikmati senja dan tempat oleh-oleh yang murah",5 bintang
Yasmin Agista Sukma Arinbie,"tempatnya bagus kalo lg surut, kalo pasang gabisa cobain air sucinya.. untuk keseluruhan mantep bgt😻🫰🏻",5 bintang
Ucu Makmur,"Tentu saja ini salah satu ikon dari dulu, walau sekarang banyak pantai Baru: Melasti, Pendawa dll. Lebih berkembang, masuk dari parkir ke Batu bolong dgn menyediakan akses disabilitas, serta taman sepanjang pedestrian tembus ke area Tanah lot, indah sekali.. Tampilan baru renovasi yg berhasil.. Kereennn",5 bintang
Galuh Ichi,"Baguuss,, datang kesana pas airnya surut, jd bs main2 dan foto2 di pura nya. Sangat worth it utk dikunjungi. Penjual sekitar jg ramah2 dan tidak maksa utk beli dagangan mereka.",5 bintang
Deniati Priambodo,Sepanjang perjalanan menuju tanah lot banyak pedagang-pedagang yang berjualan di sepanjang. Saat sampai di Tanah lot pemandangan matahari terbenam sangat indah bagi siapa saja yang. Disarankan untuk melihat matahari terbenam secara langsung di pinggir pantai agar suasana temaram atau lembayung dapat dinikmati secara nyata.,5 bintang
lulu bian,"Wajib sih kesini kalau kebali, spot potonya banyak.
Tiketnya murmer, parkirannya luas, nyaman, asri, bersih.
Kalau laper banyak resto atau warung makan biasa buat isi perut.",5 bintang
Dadi W. Damarjati,"Tempat yang bagus dengan pemandangan yang indah, seperti biasanya di daerah pantai suasana sangat panas terik
Datang ketika air pasang sehingga tidak bisa nyebrang
Musim liburan jadi ramai banget",5 bintang
Suci Pranowo,"Full turis, tempatnya enak, masuk 30rb, makanan, oleh oleh murah. Lebih baik datang sore biar tidak panas, tapi kalau mai sepi datang siang",5 bintang
Ahmad Bawazir,Ini baru salah satu dari sekian banyak wisata dan budaya di Indonesia yang ada di pulau Dewata. Kerennn... …,5 bintang
067 muhammad burhanudin muzaqi,View pura yang di balut dengan lautan yang luas dan bukit2 yang hijau. Cocok untuk jalan2 bersama keluarga dan mencari spot foto terbaik.  Parkiran yang luas dan menuju ke area wisata tidak jauh dan banyak penjual untuk membeli bekal oleh2 untuk keluarga dirumah,5 bintang
Meong Tama,"Pemandangannya indah,tempatnya juga bersih banyak juga toko souvenir.Tersedia juga toilet",5 bintang
Bagus Ananda,"Salah satu Pura yang cukup terkenal dengan keindahan Pura yang terletak di tengah laut, akses sangat memadai dan cocok bagi wisatawan untuk datang kesini",5 bintang
Ila Veronica,"Sangat keren abis tempatnya sangat luas
Spot nya sangat keren apa lagi kalau di pagi hari
Sangat luar biasa pokoknya 👍👍❤️",5 bintang
wahyu nugroho,"Tempat wisata yg berbentuk tempat ibadah agama Hindu. Tempatnya sangat indah ,bersih dan ramah",5 bintang
hkrisnha ___,Tempatnya bagus. Ada air suci dibawah pura yang bisa dicoba. Bayar donasi. Jangan lupa bawa sandal atau tas sepatu untuk menyebrang ke pura.,5 bintang
emrah kaplan,"Great ambience and beautiful nature. One of the beautiful places to visit in Bali.
Ada oleh-oleh banyak yang murah juga.",5 bintang
Febri Hariyanto,"Wisata ini menjadi salah satu yang terbaik juga karena akses mudah dijangkau, views-nya wonderful banget.",5 bintang
Edmund Matly,"Disarankan ke sini Pas Air Lagi Surut Jadi, bisa dapat Spot Foto yang Bagus",5 bintang
Syarif Hamdani,Penataan lokasi dan kebersihan yang luar biasa. Perlu waktu kunjungan lama untuk eksplore seluruh spot.,5 bintang
Sisilia Prima,"Masih tetap semenarik 23 tahun lalu. Selama masa ini aku 3 x mampir.
Tetap saja suka dengan pemandangan yang asri dan indah di mata.
Banyak perubahan yang dibuat untuk kenyamanan pengunjung. Terima kasih Bali",5 bintang
Trend Development Center,"Pura Tanah Lot  adalah salah satu Pura (Tempat Ibadah Umat Hindu) yang sangat disucikan di Bali, Indonesia. Di sini ada dua Pura yang terletak di atas batu besar. Pura Tanah Lot merupakan Pura laut tempat pemujaan dewa-dewa penjaga laut. Tanah Lot terkenal sebagai tempat yang indah untuk melihat matahari terbenam.",5 bintang
Novi Kurnianto,Tempat yang nyaman untuk dikunjungi terlebih di pagi hari karena belum banyak pengunjung sehingga berasa lebih bebas untuk berfoto,5 bintang
