User,Comment,Rating
Daristama Aryaputra,"Tempatnya sangat luas, memiliki area parkir yang sangat memadai, tersedia juga shuttle bus untuk mobilitas dari parkiran ke area gwk/sebaliknya. Menyediakan juga pertunjukan tari kecak yang sangat memukau dengan latar belakang patung gwk",5 bintang
kevin wimeida,"Tiket masuk Rp 130.000, sebelum masuk ada baiknya menggunakan sunscreen karena banyak ruang terbuka. Setelah sampai di gedung utama diperlukan Rp 250.000 untuk masuk, ada shuttle yang dapat mengantarkan pengunjung jika anda lelah berjalan kaki",5 bintang
Sylvia Agustin Intansari,"Best amusement park in Bali. Kawasan bersih, terang, banyak tersedia toilet dan sarana cuci tangan. Kesan terawat dan membuat pengunjung nyaman. Nice view.",5 bintang
Narendra F Anggara,"Ikonnya Bali, cuman puter2nya capek banget. Konturnya naik turun, cuman aman buat disabilitas. Mungkin yang kurang penjual minum di area jalan yang naik ke gedung baru. Nilai plus nya dapat tontonan tarian gratis disetiap jam.",5 bintang
Trisno Latif,"Wisata sejarah dan edukasi yang cukup menyenangkan untuk dikunjungi, fasilitas sangat baik, toilet bersih dan nyaman, ada kendaraan yang akan mengantar jemput dari parkiran ke lokasi pembelian tiket, tempat parkir mobil sangat luas, jarak dari loket tiket ke patung GWK cukup jauh dengan jalan menanjak, disediakan kendaraan berbayar untuk antar jemput dari loket ke patung GWK, banyak pertunjukan tari sesuai dengan jadwal dan gratis.",4 bintang
Hana Rizqiningtyas,Tempatnya sangat luas. Harga tiket lumayan juga. Ada kendaraan antar jemput untuk menuju kawasan GWK. Terdapat kawasan  pertokoan yang menjual oleh-oleh dan makanan.,4 bintang
Kibagus Subahaji,Peninggalan seni budaya di Pulau Dewata Bali Kisah Legend Dewa Wisnu dg Garuda nya ceritanya seruu!!,5 bintang
ratna andika qunai,"Tempat yg ikonik di Bali. Ini kunjungan saya yang kedua kalinya. Tapi karena waktu yang tidak memungkinkan, kami hanya membeli paket yang hanya sampai dilantai bawah. Tapi menikmati suasana sekitar juga sangat bagus. Setelah membeli tiket, kami diantar menggunakan mobil golf (opsional) ke GWK. Sambil berjalan kaki menuju rute pulang, banyak pertunjukan-pertunjukan Seni seperti tari-tarian. Cuma karena menikmatinya, jadi lupa dipoto dan divideokan 😁 Kalau mau sejenak menikmati pemandangan sekitar, bisa mampir ke restoran jendela Bali. Kalau dari paket cuma bisa free minuman.",5 bintang
PANDE,Ke Bali ga lengkap kalau tidak ke GWK. Siapa yang tidak tahu icon Bali yang satu ini. Disini kita bisa berkeliling seharian dan menonton pertunjukan serta bisa naik ke atas patung yang merupakan salah satu patung tertinggi di dunia👍. Indonesia bangga punya GWK🙏 …,5 bintang
Adiskarina Oktanugrini,"Salah satu icon Bali yang mendunia.. saat kesana, saya tidak masuk kedalamnya karena penuh (pas liburan nataru 2023). Jadinya nyari best spot foto di sekitaran GWK.. dan nemu!!!",5 bintang
Ira Santa,"Pas dateng panas polllllll, akhirnya naik bis gt biar gajalan jauh. Lupa harganya berapa. Pokoknya aku pesen tiket di traveloka jadi nyampe tinggal scan doang. Rapih dan terawat banget bagian dalemnya.",5 bintang
adam Wimaldy,"Berkunjunglah pada saat pagi menuju siang atau sore menjelang malam, cuaca panas sangat tidak membuat nyaman, kecuali anda sudah menyiapkan sunblock agar kulit anda tidak terbakar. Seluruh tempat memiliki nilai tersendiri untuk dinikmati. Terdapat banyak spot baru yang bisa dijelajahi.",5 bintang
Catur Reza Maharani,"Wisata Oke, Harga Affordable, Fasilitas terawat standart International, Banyak Tempat Instagramable, Ada 3 Paketan Tiket, Regular, Plus Buggy, Ultimate",5 bintang
Lonewolf愛,"Garuda Wisnu Kencana atau biasa disebut dengan sebutan GWK merupakan salah satu daya tarik wisata budaya utama di Bali.
Destinasi wisata ini sangat luas wilayahnya serta mencakup berbagai kebudayaan …",5 bintang
Prita Dewi Mariyam,"Tiketnya 125rb yg reguler
Banyak spot foto
Ada pertunjukan tarinya …",4 bintang
Alvian Nuansa,"Bagus dan indah banget, iconic Indonesia. Tempatnya bersih asri, ada parkir khusus dan di bawa sama bis gratis. Pelayanan juga luar biasa. Smoga terus memberikan pelayanan yang terbaik bagi wisatawan",5 bintang
Ardhi Nurwijaya,"Tempat yang luas, bersih. Terdapat teater tari, dan juga sekitar jam 18 WITA ada pertunjukan Tari Kecak GWK. Di luar juga ada tempat belanja.",5 bintang
Willie Sinaga,"Harga tiket 115rb .Bisa dipakai kluar masuk seharian sampai tutup ,dari parkiran disediakan bus gratis yg akan mengantar anda sampai pintu masuk , Gratis nonton pertunjukan tari seni khas bali,termasuk tari kecak disore hari . Ada pujasera …",5 bintang
Nadia Tamba,Kecewa parah sama pelayanannya terkhusus bagian ticketing.. sudah tau para pengunjung sore datang untuk melihat penampilan tari kecak tapi mereka diam saja dan tetap menjual tiket tersebut meskipun penampilan tarik kecak sudah berakhir. …,2 bintang
Achmad Fauzan,Tempatnya oke. Cuma kalau mau masuk pastikan beli tiket yang sesuai dengan keinginan ya. Tanyakan dengan jelas fasilitas yang didapat. Jarak dari parkiran menuju patung gwk sekitar 1 km by garmin. Jika tidak mampu berjalan jauh bisa menggunakan buggy car shutle,5 bintang
C K,"Penasaran sejak liat karya Bapak Wishnutama di acara makan malam KTT G20.

Garuda Wisnu Kencana atau GWK ini ternyata keren banget dengan patung"" besarnya …",5 bintang
Mukhtarom,"Komplek GWK ini sangat bagus. Bagaimana bukit batu bisa dipecah-pecah menjadi tempat wisata asik. Patung GWK tampak megah dan Iconic sekali. Pertunjukkan seni cukup bagus juga. GWK cocok menjadi salah satu destinasi wisata yang harus dikunjungi saat pergi ke Pulau Dewata, Bali Island",5 bintang
Rosni Tan,"Pemandangan yang bagus. Tetapi cukup terganggu dengan aroma rokok dimana mana. Walaupun open air, ada baiknya ditetapkan larangan merokok. Juga di dalam area minim tempat duduk. Petugas di dalam juga sangat kurang",3 bintang
Pradika Dinata,"Garuda Wisnu Kencana (GWK) di Bali kompleks seni dan budaya dengan patung monumental Lord Vishnu dan Garuda setinggi 121 meter. GWK menjadi daya tarik wisata yang menggabungkan seni, arsitektur, dan keindahan alam di atas bukit.",5 bintang
Novia Ayu,"Pertama kali datang ke GWK bali lihat tarian tradisi,belanja oleh oleh dari gwk sampai foto foto di sekitar GWK. Best pokoknya",5 bintang
emi kurniati,"Kawasan wisata di daerah Bali berada dekat wisata wahana air tanjung benoa, di GWK ini kita dapat melihat patung dewa Wisnu sedang menaiki burung garuda. Saat menjelang sore kita bisa melihat tari Kecak dipelataran GWK. Terdapat juga area oleh"" disalah satu gerai dan juga foto booth dengan berbusana khas Bali.",5 bintang
Riyan Ardiansyah,"Keren banget tapi cape kalo jalan dari pintu masuk ke patungnya, bisa naik mobil golf sih",5 bintang
Rafa Vania,"GWK adalah salah satu icon wisata bali,bagus bnyk spot2 ftonya.cuma jlnnya lmyn jauh jd anak2 rewel cape jlnnya",5 bintang
Bang Daut,Baru satu kali berkunjung ke GWK tempatnya bersih dg pemandangan yg luar biasa...ada hiburan tari kecak juga...sayang tempat parkirnya jauuhhhh...jd bisa olahraga jalan kaki dechhh...😁👍 …,5 bintang
Yohanes Wikan,"Keren banget beli paket ultimate, bisa lihat banyak sisi dan sejarah pembangunan GWK di tur patung utamanya. Performance tari kecaknya juga inovatif, meski cerita sama tapi kemasannya selalu beda. Spot foto banyak dan cakep2. Bisa lihat view Bali di lantai 9 dan 23nya.",5 bintang
Arif Rahman,"Tempat yang asri, bagus untuk pengenalan budaya kepada anak anak, perjalanan kurang lebih 3-4 kilometer untuk pulang dan pergi berjalan kaki ke puncak GWK, disarankan menggunakan mobil buggy agar lebih mudah, bawa payung atau menggunakan topi untuk menghindari cuaca yang terlalu panas",5 bintang
Bagus Prasetyo,"GWK merupakan destinasi wisata menarik untuk dikunjungi, terbukti dengan banyaknya wisatawan domestik maupun internasional yang datang pergi setiap saat tak pernah sepi. …",5 bintang
Rizal Tirta,"Tempatnya enak sejuk n ada pertunjukan tari kecak, kl g mw cape smp patung bs naik mobil golf smp atas harga 40.000 kl jalan kaki bs 10 mnt. Kl mw cari musolah ada sblm pintu masuk belok kanan di pojok.",5 bintang
Elis,"All good. Tapi bintangnya saya kurangi 1. Buat cleaning service di toilet perempuan gedung museum yg bertugas tgl 13 Maret 2024 siang, yg klo saya dengar logat bicaranya sepertinya org timur. Saya mau pesan, di tiap kerjaan mmg pasti ada …",4 bintang
ary rianti,"Meskipun udah kemalaman dan tari kecaknya udah mulai(alias telat wakkk aku datang)
Lumayan lah yaaa ada mixue di sana jdi bisa menghibur perbocilan dannn boneka mixue nya juga cubang(lucu banget) mau interaksi gtu main sama anak2",5 bintang
Yusuf Sugiarto Wicaksono,"Tempatnya asik dan sangat"" berkesan sekali mampir ke GWK, salah satu mimpi bisa kemari sendiri dengan jerih lelah sendiri, semoga next time kesini bersama dengan pendamping hidup...",5 bintang
Efrain Apriwanto Rerung,"Sebuah taman wisata budaya yang ada di Bali. Merupakan Landmark atau maskot Bali yang berdiri megah di Desa Ungasan, Kecamatan Kuta Selatan, Kabupaten Badung.
Patung Garuda Wisnu Kencana menggambarkan sosok Dewa Wisnu menunggangi …",5 bintang
Samuel Soeryohadi,"Bagian ticketing tidak menjelaskan kalo naik buggy diarahkan ke patung gwk yg naik keatas bayar lg 250k (padahal sudah bayar tiket masuk)
Kalo tau bayar lagi mending tidak usah naik buggy lsg jalan saja ke festive park …",1 bintang
Nthie Galery (Santi A),"Pas kesini nonton tari kecak yg dimulai jam 18.00 waktu setempat. Harga tiket 125 kalau lewat traveloka kebetulan dpt diskon jd 95/org. Kalau udah masuk mau keluar beli makanan jg bisa nanti dicap dulu biar bisa masuk lagi. Ada sewa sepeda biayanya 60 - 80, banyak spot foto bagus. Ada toilet jg dan bersih.",5 bintang
Elvira Rosyida,"Bagus tempatnya, buat olga jg ok banget, yg ga mau capek jg banyak buggy berbayar siap angkut ke atas.",5 bintang
erine yuliandri,"Garuda Wisnu kencana sudah jd icon pusat kesenian Bali, areanya sangat Luas di kelilingi tembok Batu dan patung raksasa Wisnu kencana dan garudanya, jika ingin liat pentas seni bali di sini tempatnya, sekarang sudah banyak toko souvenir dan cafe cafe, kerenlah👍 …",4 bintang
Nova Nuryana,"Patung dewa wisnu beserta tunggangan nya garuda. Bisa nonton Petualangan Garuda Cilik di GWK, nonton tari kecak jam 6 sore dan nonton pertunjukan kesenian bali di Amphitheater",5 bintang
Agus Irawan,"Salah satu ikon daerah bali, yg bertemakan patung raksasa Garuda Wisnu Kencana. Di sekelilingnya banyak toko souvenir bertemakan GWK.",5 bintang
Budi Santosa,"Tempat wisata yang luarbiasa, dari perpaduan keindahan pesona alam dan kearifan lokal yang terpelihara menjadikan pengalaman wisata yang tidak terlupakan.",5 bintang
Elisabeth Silalahi,"Tempat yang bagus untuk foto2. Tiket lumayan mahal sih, 120 ribu utk sampe ke lokasi patung utama dengan jalan kaki yang lumayan nanjak, sdh termasuk pertunjukan tari dua lokasi, tari kecak di podium utama atau tari2 lain di podium khusus. …",5 bintang
Bella Novita,"Sesuai ekspektasi, Bagus bangettt. Cuma lumayan luas dan sangat terbuka bisa ngerasaain hujan panas",5 bintang
Fauzan Arief,"Tempat wisata sekaligus edukasi bagi pengunjung, berjajar toko toko pernak pernik dan kerajinan.
Ada fasilitas kendaraan antar jemput dari dan menuju ke lokasi patung. …",5 bintang
Kuroko Kingdom,GWK (Garuda Wisnu Kencana) merupakan obyek wisata yang menawarkan kepada kalian tentang keindahan pahatan artistik dari batu kapur. Sebuah patung Wisnu yang duduk diatas Burung Garuda yang juga menceritakan tentang seorang anak yang rela …,5 bintang
Karvin Halim,"tempatnya bagus, harga tiket 95rb jika beli online. Tersedia buggy car jika tidak mau jalan kaki ke patung GWK (40rb per orang)",5 bintang
Sony Wijaya,Mantap bikin betah cuman buat wisatawan domestik turunin lagi dong ticket nya tp bener puas banget.bangga kereeennn bali salam dari bandung,5 bintang
istiardi channel,"GWK luar biasa destinasi yang wajib dikunjungi kalau ke Bali,bisa melihat pertunjukan tari kecak",5 bintang
Dessy Anggraeny,"kesana pas tahun 2021, tiket bisa di beli lewat traveloka atau aplikasi travel lainnya, atau lewat loket,
kalau dari parkiran ke tempat loket disediakan bus gratis, parkirannya pun luas …",5 bintang
Ermayanti Yanti,"Best banget ini sih..
Disuguhi banyak banget pertunjukan
Dari tarian dll.. …",5 bintang
Krisnawati,"Sekarang tempat ini sudah jauh lebih baik lagi, ketika sampai di parkiran pengunjung dapat langsung naik bus gratis  menunu loket karcis masuk, dikenakan biaya sebesat  Rp, 165000 (termasuk tiket mobil golf ke lokasi patung yg berada di …",5 bintang
krist bowo,"Ditempat ini ada pertunjukan tarian tradisional Bali, sangat mengedukasi dan menarik, setelah puluhan tahun akhirnya patung GWK berhasil diselesaikan dan sekarang menjadi salah satu daya tarik wisata di BALI tinggi patung GWK mencapai 140m",5 bintang
Lita Hanum,"Seneng banget bisa kesini lagi, kalo bawa anak2 emg enaknya ngga jalan kaki karena bakal capek bgt dan gak sampe ke paling atas, nambah 40 ribu gacapek naik turunnya",5 bintang
Indri Surya,"Banyak spot foto menarik,beli tiket online biar tanpa antri, bisa dapat welcome drink juga di Jendela Resto",5 bintang
Joan Pollatu,"Ngak pernah bosen ke sini.
Tahun lalu ke sini juga
Dan pas ke sini lagi tahun ini sudah ada perubahan. …",5 bintang
Nob Akun,"Suka karena bisa melihat tarian dan dan melihat patung terkenal di Bali. Meskipun tidak bisa menjelajah lebih jauh, saya sudah cukup puas. Saya datang waktu sore untuk melihat tari Kecak dan lainnya. Saya harap saya bisa datang lain waktu.",4 bintang
A'yun Khulailal Maula,"Seru bgt, yang suka sama sunset bakal suka sih, kemarin pas kesana pas ada show tari kecak tapi versi modern gitu kayaknya, baguss banget",5 bintang
niken cutez,utk transportasi di dlm GWK tdk praktis..di hari akhir tahun saat bnyk wisatawan mesin utk beli tiket buggy dr 4 mesin hanya 1 mesin yg operasional..dr tempat parkir utk ke gedung GWK hrs ganti 2 x kendaraan.Turun dr gedung GWK..pun  dgn …,3 bintang
may susan,HTM 160 plus kendaraan yg bawa kita ke pelatarannya jauh n panas klo jalan. klo mau naik ke patungnya hrs bayar lg 250k. Ke Bali klo g ksni g afdhol deh.,5 bintang
Susima May,"Tempatnya sangat bersih dari sampah, kami rombongan pakai bus pas datang bisa di drop depan air mancur pas baliknya harus jalan kaki ke parkiran, jauhnyaaa.. 1km lebih kayaknya..setelah pintu masuk itu belok kiri bisa naik lift untuk …",4 bintang
