User,Comment,Rating
Ardhi Nurwijaya,"Spot foto yang masih bagus, kondisi ramai mungkin masih viral, anak tangga ke bawah pantai cukup ramai, bagian tebing pengamanan sebaiknya diperkuat",4 bintang
rizky wardiansyah,"Diamond beach belum siap untuk jadi tempat wisata.

Tempat ini hanya mengandalkan viewnya yang bagus, …",1 bintang
Sitta Romadona,"Mau turun kepantainya medannya terjal, hati-hati, harus persiapan dengan kostumnya dan sepatunya, karena bahaya sekali dan licin (banyak pasir pantai dijalanan menuju pantainya) arusnya juga kuat jadi hati2 berenang disini tidak boleh jauh2 …",5 bintang
M Irham Fathoni,"Tiket masuk affordable 35rb sudah dapat air mineral. Untuk mencapai pantai ini dari pelabuhan nusa penida, butuh 45 menit-1 jam dengan motor. Saran saya kalau mau view yang indah ambil jalur pinggir pantai utara namun di beberapa spot …",5 bintang
Ibowen,"Datang di pagi hari, suasana belum terlalu ramai, udara masih sejuk & tidak terlalu panas!
🤩🤩🤩 …",5 bintang
Aprilika Arrum G,"Perjalanan terjauh karena lokasi di ujung pulau nusa penida, saran datang pagi hari tidak terlalu ramai, waktu terbaik pas sunrise jam 6 pagi. Pagi dateng ga terlalu rame, bisa foto sepuasnya, kalo udh siang siap² aja background orang …",5 bintang
Heri Hall,"Bagus pantainya. Pantai bersih dan ada batu karang yang menyerupai diamond.kalau mau turun ke bawah bisa cuma bakal cape naiknya,tangganya banyak. Di sini juga bisa ke pantai atuh. Biaya tiket masuk 35 rb. Tapi bisa ke 2 pantai,diamond dan atuh. Parkir motor 5 rb.",5 bintang
Wanzul Karnain,"Cakep banget pantai yang satu ini saat dinikmati dari atas tebing. Rasanya pengen banget turun ke bawah untuk ngerasain pasir pantai dan air lautnya, namun sayang gabisa karena kita ikutan trip. Semoga ada rezeki lebih untuk ke penida dan …",5 bintang
Intan Permata Sari,"Pantainya indah bngt, walaupun dari pelabuhan jaraknya 1 jam-an dan kemarin lagi panas-panasnya, tapi terbayarkan sama pemandangan yg menyejukkan mata, indahhhhhhh banget. Biaya masuknya per-orang kemarin 35k dah dapet air mineral yg kecil …",5 bintang
Halimatus S,"Pantainya cantiiiiiiiiikkkkk sekali tapi butuh effort banget buat sampe turun ke bawah. Harga tiket 35rb dapat air mineral
(-) pembangunan yang lebih baik. …",5 bintang
Rahmat Sob,Lokasi berada paling ujung timur di pulau nusa penida. Kebanyakan paket wisatawan jarang sampe berkunjung kesini. Saran kalo Nga ngambil paket tour atau tour mandiri kesini sebaiknya pagi pagi banget biar bisa lihat sunrice atau nga …,5 bintang
Yudha Raditya Sosiologi,"Luar biasa bisa berkunjung ke diamond beach dengan view yang juara banget
Kesini kebetulan pas pagi menjelang siang hari, warnanya bener bener bisa biru tosca …",5 bintang
Yehezkiel Aldion,"Pemandangan yang sangat luar biasa, yang pergi ke BALI wajib ke pulau Nusa Penida.",5 bintang
rita yuniarti,"Diamond Beach. ""keren!""

Perjalanan yang sangat berkesan dimulai dengan naik boat selama kurang lebih …",5 bintang
krist bowo,"Akses ke pantainini ada 2, diamond beach dan atuh beach. Diamond beach bisa turun kebawah tapi ekstrim dan terjal tangganya dibikin manual pakai mesin pahat, aksesnya sangat sempit dan dibagian 3/4 bawah tidak ada lagi anak tangga, jadi disediakan tali utnuk turun kebawah menuju diamond beach",5 bintang
Okke Muhardi Soedarjo,"Menemukan Diamond beach ini secara kebetulan waktu mencari pantai Suana, Nusa Penida. Namun kebablasan karena mengikuti jalan dan sampai di Diamond beach.
Lokasinya jauh dan terpencil, jalanan curam dan sempit. Untuk mencapai lokasi …",5 bintang
Wayan Yase,Tiket masuk 35k.sisi tebing belum di pasang pagar pengaman.jalan menuju turun ke pantai juga tidak aman harus hati-hati,4 bintang
anshori aan,"Capek akan terbayarkan ketika uda turun ke bawah dan kembali keatas.. perlu stamina yang cukup dan badan yang fit untuk sampai bibir pantai, pemandangan menakjubkan",5 bintang
Ahmad Saubari,Tiket masuk ke Diamond beach ini Rp. 65.000/orang dan free air mineral.,4 bintang
fajar Dandi,"Krennnn spot terindah ni sriussss.
Tiket masuk 35k
Parkir motor 5k …",5 bintang
sherly hidayat,"Bentuk batu mirip diamond sungguh unik untuk berfoto, suasana menyenangkan dengan laut biru dan pasir putih, ingin berlama lama disana",5 bintang
Pernah Bobo Sini,"PERFECT and  STUNNING view😍😍😍
Beneran bagus banget view-nya ke tebing. Lautnya berwarna tosca dan ombaknya besar. Kalo mau turun kebawah kudu perjuangan extra soalnya tangganya curam dan …",5 bintang
Adnan Mubarak,"Pantai dan bebatuan yg viewnya cakep, dri pelabuhan kurang lebih 1 jam 30 menit. HTM 35 k dapat air mineral",5 bintang
Galuh Ichi,"Tempatnya memang bagus, tp harus extra sabar saat mau foto2 krn banyaknya pengunjung. Udaranya sangat panas.",4 bintang
Intand Rastha,"Pantaaai Tercantik Menurutku di Nusa Penida. Lautnya Masih Hijau Bersih, Pemandangan Luas. …",5 bintang
Willy DW,10 out of 10. Suasananya tenang dan salah satu tempat terindah yang pernah saya kunjungi. Turun nya berbahaya dan butuh effort karena belum ada tangga yang proper. Kata apotek lokal sering ada bule yang jatuh dan luka parah. Saat sampai …,5 bintang
Feri Iskandar,"Masuk kawasan parkirnya sudah sangat rame dipenuhi oleh mobil mobil, kawasan parkir masih tanah berdebu dan tentunya sangat gersang dan panas terik, karena saya ikut tur private bersama warga lokal jadi beli tiketnya ga perlu antri bisa …",5 bintang
Putu Dian,"Pantai yg terletak di daerah Nusa Penida..
Jalan menuju kesana lumayan jauh dari pelabuhan.
Pantai ini letaknya dekat dengan pantai atuh. …",5 bintang
Jocelyn Tian,Terlalu ramai. Berbaris untuk mengambil gambar.,4 bintang
Nam Nguyen,"Pantai dengan pemandangan indah, pasir putih cocok untuk berjemur dan berenang
Ada cara untuk turun, namun pada akhirnya akan cukup sulit dan harus berpegangan pada tali …",4 bintang
Yasmina Hk,Bawalah sepatu kets Anda karena jalur turunnya cukup menantang,5 bintang
Lukas Jung,"Sayangnya hal itu tidak lagi seperti dulu.
Mereka sekarang mengenakan biaya masuk, membangun ayunan dan kereta gantung, serta mengubah petualangan alam menjadi taman hiburan. …",1 bintang
Vlad adrian,Sangat menyukai langkah turunnya yang terasa seperti sebuah petualangan. Pergilah saat air surut karena Anda tidak bisa sampai ke pantai saat air pasang.,5 bintang
Dominic Parry,"Pantai yang indah, tangga berukir yang mengagumkan
Bintang 3 karena banyak turis yang berpose di tangga dan mengantri juga. Turun saja ke tebing lain untuk mendapatkan pemandangan dan tidak perlu membayar!",3 bintang
Eva-Maria Würz,"Di sini juga rekomendasinya - datanglah ke sana sangat awal atau sangat terlambat. Jika tidak, kerumunan wisatawan tidak akan tertahankan dan perjalanan ke pantai tidak mungkin dilakukan dalam cuaca panas. …",4 bintang
Hamza Karroum,"Pulau terindah di Indonesia dan salah satu pantai terindah dengan pasir putih dan air jernih. Asyiknya berpetualang ke pantai-pantai ini karena semua pantainya terletak di bawah pegunungan. Resiko turun memang menyenangkan tersendiri. Betapa aku rindu pulau ini, Nusa Penida. Semuanya indah dan berbeda dengan negara lain di Indonesia dengan keindahan dan masyarakatnya. Merupakan suatu kesenangan seumur hidup untuk menghabiskan dua atau tiga hari di pulau ini. Anda akan menemukan banyak pantai yang khas dan indah. Saya merekomendasikannya dan saya tidak menyarankan siapa pun di pulau Bali, kecuali air terjun di Bali.",5 bintang
Yunus Ertürk,Sangat sulit untuk pergi ke pantai tetapi lakukanlah.,5 bintang
Loutrefatigué,Salah satu hal terindah yang pernah saya lihat dalam hidup saya,5 bintang
ابو خالد,"Pantai terindah kedua di Nusa Penida
Pemandangan yang menawan dan mahakarya ilahi, dan patut untuk dikunjungi
Turun ke pantai melalui tangga yang panjang memang melelahkan dan membutuhkan kebugaran yang tinggi, namun pengalamannya sepadan
Namun jika anda tidak pergi ke pantainya, anda cukup mengunjungi tempatnya dan melihat pantai dari atas saja",5 bintang
Severine Grivot,Pemandangan menakjubkan,5 bintang
Schwergold Julien,Super,5 bintang
Miguel Beltran,"Spektakuler, banyak orang Tionghoa yang mengambil foto dan membuatnya sulit untuk dilewati",5 bintang
Investidor Tranquilo,"Tempat yang indah, layak dikunjungi lebih awal",5 bintang
Paul Boulin,"Sudut pandangnya luar biasa, penurunannya bisa dilakukan hanya dengan sepatu yang bagus dan kesabaran.",5 bintang
Athan DY,"Pantai nya indah, airnya jernih",5 bintang
Rolf Bobaly,"Pantai dan pemandangannya sangat bagus, tapi ramai",5 bintang
Ali Naqi,Tempat yang LUAR BIASA. Benar-benar menyukai tempat ini karena matahari terbenam dan pemandangannya. Salah satu tempat terbaik di Nusa Penida.,5 bintang
yasu koka,Pemandangan spektakuler menanti Anda di ujung tangga panjang.,5 bintang
Dale Srisurakool,Pemandangan yang luar biasa🏝️🥰☀️ …,5 bintang
Lê Nguyễn Luân Vũ,"Terletak di tepi timur Nusa Penida, Pantai Diamond adalah pemandangan yang patut untuk dilihat. Ini memiliki pantai berpasir putih bersih, air biru jernih dan beberapa tebing berbentuk berlian yang mengesankan. Tempat ini benar-benar merupakan bagian dari surga. Luar biasa...😌 …",5 bintang
Aswin Putu,"wow, indah sekali tempat yang patut dikunjungi😍 …",5 bintang
Timothee valency,"Sudut pandang
#matahari terbit
#litletrekking",5 bintang
Ahmad Natour,"1 karena tempat itu sangat indah, dalam artian tempat-tempat serupa mempunyai ""lebih sedikit orang"" lebih penting daripada 1 juta manusia yang mencoba mengambil foto.",1 bintang
Hatopan Gabriel,"Pemandangannya bagus, tapi harganya? Overrated, 35K untuk warga sekitar + 5K untuk parkir tapi lahan parkirnya seperti penggorengan, tidak ada atap, hanya tanah tanpa aspal, jalan turun juga kondisinya kurang bagus",3 bintang
Altaf Alam,Pantai yang indah 😍😍 …,5 bintang
Ashwin Shenoy,Sejauh ini tempat terbaik kami di Nusa Penida. Sungguh tempat yang indah untuk mengabadikan matahari terbit. Pantainya sendiri juga menakjubkan. Meskipun tangga menuju pantai tidak cocok untuk semua orang karena sangat curam dan hanya ada …,5 bintang
Nicoleta Tanasă,Tempat yang luar biasa.,5 bintang
Lisa HongAnh,Penuh turis,3 bintang
Jeff Vardi,Perampokan mutlak - membayar 5rb untuk parkir dan 35rb untuk masuk!!,2 bintang
Jannik Eurich,"Tempat yang indah, pasti patut dikunjungi! Kalau ada kesempatan kesana pagi-pagi supaya tidak terlalu ramai 😉 …",5 bintang
D Y S,"Kalau bicara pantainya sih cakep banget. Minusnya cuman harga makanan minumannya mahal banget. Bakso ayam 65ribu, bakso sapi 75ribu.",5 bintang
Aleksandar Dimitrov,Tempat yang wajib dikunjungi!,5 bintang
Tadej Pungartnik,Sangat ramai,4 bintang
Valentine Blin,Tempat yang indah tapi berbahaya turun ke pantai. Sesampainya di pantai hati-hati terhadap ombak yang sangat dahsyat dan juga bisa berbahaya.,4 bintang
Oliver Taylor,"Pantai yang menakjubkan! Ketika Anda memikirkan Nusa Penida, inilah yang terbayang di benak Anda. Langkah-langkah menuruni tebing agak samar dan sangat sibuk selama jam sibuk karena semua orang mencoba untuk mendapatkan “foto”. Semakin jauh …",5 bintang
Km Con Pasaporte,"Sangat cantik. Tapi hati-hati, ini tidak untuk semua orang. Anda memerlukan kebugaran fisik dan keterampilan untuk turun karena tidak aman dan ada tempat di mana Anda terpeleset, ada pula yang bukan tangga. Beberapa anak menangis untuk …",5 bintang
Luke,"Pantai yang indah dan sudut pandang dari atas, kami pergi pada jam 4.30/5 sore dan sangat sepi, mudah untuk mengambil foto di sudut pandang dan berjalan ke pantai. …",5 bintang
S,"Kami pergi pada hari yang sedikit berawan dan hujan.
Untuk menuju pantai ini Anda harus berjalan menuruni banyak anak tangga di sisi tebing. …",5 bintang
Sayed Tariq-Ul Islam,Ini adalah pantai terindah di Nusa Penida. Ada tangga untuk turun ke pantai dan saya sarankan Anda pergi ke sana. Ini lebih indah dari yang Anda lihat di gambar.,5 bintang
Santiago Fernandez Devoto,"Pemandangannya bagus, turunnya tidak sulit, tapi bagian terakhir untuk sampai ke pantai lebih baik cek ombaknya dulu.",5 bintang
erin walter,Pemandangannya indah tapi saya sarankan memakai sepatu olah raga 😂 …,4 bintang
Jay Pillai,"itu tenang dan indah. Perjalanan menuju ke sana pasti akan membuat beberapa bagian tubuh kendor karena jalanan tidak rata, sempit dan penuh bebatuan. …",5 bintang
Maximilian Neupert,Jadi pantai ini adalah yang terindah yang pernah saya lihat di seluruh Nusa Peninda dan perjalanan ke sana menurut saya 6/10 sedikit lebih sulit daripada tangga biasa tetapi semuanya bisa dilakukan,5 bintang
Aurélie Emoniere,"Pemandangan yang luar biasa
Namun ada baiknya datang lebih awal (sebelum pukul 09.30/10.00) untuk menghindari sisi yang terlalu ramai. …",4 bintang
Paul,Bagus sekali !,5 bintang
hicham fatihi,Tempat romantis,5 bintang
Duangdaw Piromkit,Terlalu sibuk perlu membayar dan membayar!,1 bintang
Andi Fieber,"Pantai yang sangat bagus yang dapat dicapai melalui beberapa langkah. Ada beberapa area rumit yang harus Anda atasi. Ini diamankan dengan tali, sehingga Anda bisa turun dengan mudah. Sepatu yang bagus direkomendasikan!",5 bintang
Shadab Mallick,"Sekali lagi salah satu hal menarik dari kunjungan kami ke Nusa Penida. Meskipun kami kekurangan sarana untuk mengunjungi pantai sebenarnya, karena curam dan terkadang tidak ada tangga untuk turun ke pantai sebenarnya, setidaknya kami …",5 bintang
nani nababan,Pemndangan yg indah,5 bintang
gonzalo gerez,Tempat paling berlebihan di nusa.,3 bintang
15_Muhammad Khalidaffa,panas tapi worth it,5 bintang
Kristina Greblo,"Saya mengunjungi dua pantai - Pantai Intan dan Pantai Atuh. Tiketnya 35.000 rupee.
Pantainya indah, pemandangannya top top top.",5 bintang
Shane Kittikul,"Sangat indah dimana-mana, terutama pantainya, airnya sangat jernih, pengalaman yang sangat mengesankan, akan kembali lagi jika ada kesempatan ❤️",5 bintang
Veronika,"Kami di sini pada pagi hari dan kami bahkan tidak membayar biaya masuk, sekitar jam 7:30-8. Kami turun pada tahun 2023 dan ombaknya besar, besar tapi sangat panas, turunan yang cukup menantang jika cuaca lebih panas. Foto bagus dari atas. Sekarang di tahun 2024 kami bahkan tidak membawa :)",5 bintang
Leben Sonnen,Melihatnya dari atas juga sudah cukup indah untuk dipandang.,5 bintang
徐慧卉,"Jauh, banyak orang, jalan bergelombang, hanya tempat-tempat indah yang indah, selebihnya kotor dan berantakan, infrastruktur Indonesia buruk, mewah dan berantakan disandingkan, saya tidak mengerti kenapa Turis Eropa dan Amerika bisa mentolerir kekacauan ini.",3 bintang
Anaïs Mf,Pemandangan yang sangat bagus! Saya menyarankan Anda untuk datang pada hari yang cerah karena lautnya akan semakin indah,5 bintang
Maria Luisa Pobo Godes,"Fantastis, mengesankan, tapi terlalu ramai di kalangan Instagrammer",5 bintang
miiinnn,"Pemandangannya sangat indah dan indah
Saya gagal turun pakai sandal jepit, tapi kalau berangkat pastikan pakai sneakers.",5 bintang
jilsangel,"Diamond Beach menawarkan pemandangan menakjubkan yang sungguh memukau dan layak untuk dikunjungi. Pasir murni dan air sebening kristal menciptakan suasana sempurna yang sulit untuk dilupakan. Namun, satu-satunya kekhawatiran saya selama …",4 bintang
Nang Adji (komang),Terbaik view Nya,5 bintang
Katrine Velicia Samosir,Cinta disini,5 bintang
Made Suarni,"Tempatnya bagus bangettttttt, sekalipun jalan turunnya lumayan esktrim tapi bakal terbayarkan banget sama suasana dan indahnya 🤗 …",5 bintang
Rafael Lealdini,Pemandangan menakjubkan dari pulau Diamond.,5 bintang
Penida Travel,Cantik,3 bintang
Puty Meriliandi,Ajaib🤍 …,5 bintang
Toan Tran,Pantai yang indah tetapi Anda harus mengunjunginya sebelum jam 9:00 pagi & setelah jam 15:30 - matahari dapat membakar segalanya termasuk kulit Anda :) .,4 bintang
Lina Arnabeh,"Tempat yang luar biasa, mashallah
Sangat direkomendasikan 👌 …",5 bintang
Imam Supardi,"Bagus. Nusa Barat ke lokasi butuh 1 jam perjalanan. Retribusi parkir 5,000. Tiket masuk 35,000 per orang.",5 bintang
Adyzza Duarte,Harus pergi ke suatu tempat! Cukup menakjubkan,5 bintang
M. Prasodjo,"tempatnya indah banget.
cuma sayang tidak bisa turun sampai ke pantainya. mungkin bisa jika menggunakan perahu",5 bintang
Swati Gaur,Salah satu pantai terbersih dan terindah. Namun turun ke pantai adalah perjalanan yang sulit.,5 bintang
Muhammad Fedri Ardianto,Pengen ke sini lagi,5 bintang
Syntica Onix,Sukaaaa banget dg view nya,5 bintang
ARM Bikers Botram,Seru spt juga pantai klingking,5 bintang
Laura M,"Pemandangan indah!
Kami tidak berada di bawah sana, kami hanya melihatnya dari atas. Tapi pastinya sepadan! Anda membayar sedikit biaya masuk dan juga menerima sebotol kecil air.",5 bintang
Jim Jimmy,"Cantik tapi biaya masuknya sedikit merusaknya. Meskipun saya memahami bahwa seseorang perlu mengurus tempat ini, mungkin cukup dengan membayar satu biaya daripada terus-menerus diganggu oleh biaya setiap meter persegi.",4 bintang
Lucas Carvajal,Cantik sekali!,5 bintang
CHENCHALA K B,Lokasi luar biasa dan wajib dikunjungi. Akan merekomendasikan pergi pagi-pagi karena cuaca semakin panas di siang hari dan sulit untuk melakukan perjalanan.,5 bintang
Lutfie Lutgardis,seruh waktu disana,5 bintang
Felippe Martins,"Harus dilihat. Anda mungkin tidak akan menghabiskan banyak waktu di sini kecuali akomodasi Anda dekat, tetapi pemandangannya menakjubkan. Bersiaplah untuk dikenakan biaya parkir dan mengambil gambar Diamond (saya yakin di sini di Nusa Penida Anda harus membayar semuanya.) Saya pergi pada sore hari dan tidak terlalu ramai.",5 bintang
SPARKトリンプル,Itu terlalu indah,5 bintang
giri,pantai terindah yang pernah saya kunjungi. bernilai perjalanan seribu tangga,5 bintang
Liz.,"Tempat yang bagus, paling baik dikunjungi di pagi hari karena ada matahari dan tidak di bawah naungan.
Parkir Rp 5’000 Tiket Masuk Rp 35'0000",4 bintang
NALLELY ADRIANA CORDERO RAMIREZ,Indahnya turun dengan sepatu tenis atau sepatu khusus tanpa beban yang tidak perlu,5 bintang
Veronika Brlášová,Bagus! Pergi di malam hari sekitar jam 4-5 hampir tidak ada orang di sana,5 bintang
Andrian Kosasih,"Pantai terindah di pulau peninda timur. Pantainya berwarna biru zamrud. Anda tidak akan kecewa. Masih jauh sampai ke pantai. Biasanya orang-orang mengambil foto dari atas tebing sehingga jika ingin mengambil foto harus menunggu.
Sumber: percayalah",5 bintang
Emi Vallejos,"Pemandangannya luar biasa untuk dilihat semua orang, tetapi itu hanya untuk mengambil foto dan hanya itu. Laki-laki di pintu masuk sama sekali tidak ramah, dia mengubah harga kapan pun dia mau dan rasanya tidak adil bagi saya karena semuanya ketika Anda tiba, mereka mengenakan biaya masuk hanya untuk mengambil foto",3 bintang
Terísek Vykouk,Kami berada di sini sekitar jam 5 sore dan hampir tidak ada orang di sana.,5 bintang
Sandra Radanov,Pantai berwarna biru kehijauan yang indah,5 bintang
henri,"jaraknya lebih jauh dari dermaga
Waktu terbaik berkunjung k sini pagi hari",5 bintang
Dzyn Architectur Mavoor,Tempat yang sangat bagus,5 bintang
Eva Caballero,"Memukau
April 2024:
Parkir/skuter 5k …",5 bintang
Inem Sekseh,"Tempatnya lumayan jauh dr pelabuhan padang bay, akses jalan cukup buat 1 mobil n motor. Klo mobil papasan harus berhenti salah 1 nya. Jalan berliku dan naik turun. Tiket masuk nya 35rb/org.",4 bintang
Ana Jorba,Tangga luar biasa!!!!!🤣🤣🤣 …,5 bintang
Valerie Neveu,tempat yang indah seperti semua situs Anda harus membayar parkir 5000 rupee untuk 1 skuter,5 bintang
Aldi Yusuf,Bagus,5 bintang
nazareth aguilera bermudez,"Salah satu pantai terindah yang pernah saya kunjungi dalam hidup saya!!
Airnya yang super biru kehijauan dan jernih!!
Tangga untuk turun cukup bagus, hanya saja di ujung tidak ada tangga dan harus memanjat dan berpegangan pada tali karena sangat curam dan sempit, tapi worth it!!",5 bintang
Andrea del Pilar Boza Alvarez,Itu luar biasa!,5 bintang
Abhirup Basu,Tempat luar biasa harus dikunjungi….,5 bintang
Made Putra Yasa,Pantai diamond memang tiada duanya,5 bintang
Rosalia Utami,Sungguh Indah ciptaan Tuhan sangat rekomendasi,5 bintang
Polinka Diam,"pantai yang sangat indah dengan air biru dan pasir keemasan
pastikan hanya Anda yang memiliki sepatu yang nyaman untuk turun
menaiki tangga bukanlah hal yang mudah dan sangat perlu diwaspadai dan …",5 bintang
Sean,sangat cantik,5 bintang
Ikomang Adik wirasa,Sangat puas,5 bintang
solomon seru,Jln kaki ke bawah lumayan terjal dan ramai pengunjung,5 bintang
Sandra,Pemandangan yang sangat bagus! Jalan menuju pantai ini melalui tangga. Biaya masuknya 35.000 per orang,4 bintang
LS dance,Luar biasa. Tapi pendakiannya sulit. Jangan bawa tas.,5 bintang
Saayuj Shanmughan,"Hati-hati dengan tangga, lebih mudah untuk turun, sulit untuk naik. 🥵 …",5 bintang
Привет !!!,"Tidak mudah untuk turun, tapi pantainya bagus",5 bintang
Rafa Cazalla,"Tempat yang spektakuler, mungkin sedikit ramai dengan orang.
35k per orang",5 bintang
David Damoc,"Sungguh indah, bongkahan esnya tampak seperti berlian raksasa, wajib dilihat, dan pasir hitam vulkaniknya sangat cemerlang",5 bintang
Yaiza,"Parkir 5k + masuk 35k. Kami berangkat pagi-pagi, sekitar jam 9.30 dan sudah penuh sesak dengan orang. …",3 bintang
Valy Lamo,"Tempat yang sangat bagus tetapi tidak terlalu mudah untuk turun ke pantai.
Tapi itu sangat berharga :)",5 bintang
Verdei Ereco,Cukup menantang,5 bintang
Shakeel Ahmed,"Hal pertama yang harus dilakukan di Nusa Penida!
Kunjungi Pantai Indah ini!
Jika berani, turun saja ke Pantai, TIDAK menyesal!",5 bintang
TY Team,Ini adalah tempat mengklik gambar Instagram yang bagus.,5 bintang
Martin F,"Pemandangan indah dari atas, tidak terlalu spektakuler dari bawah.
Mandi hanya sampai lutut! (Maksimum)",5 bintang
SHIBJIT MITRA,Pemandangan menakjubkan! Anda bisa saja tersesat dalam keindahan alam.,5 bintang
Ah Kin Choong,Pantai Berlian Bali Indonesia. Pemandangan yang indah dan menarik. Langkah menuruni pantai dari atas tebing bisa sangat menantang. Kenakan sepatu yang tepat untuk hiking dan bawalah barang sesedikit mungkin karena Anda memerlukan kedua …,4 bintang
Purushotham HP,"Tempat yang sangat indah, bagus untuk fotografi Biaya masuk sebesar Rp 35.000 agak terlalu mahal, turun ke pantai sangat curam dan berbahaya tidak mungkin dilakukan oleh sebagian besar orang",5 bintang
Darin Torbert,Pantai paling menakjubkan yang pernah ada! Benar-benar layak untuk dikendarai. Bawa kamera Anda. Pasirnya super lembut dan tidak lengket di tangan. Pasir hitam super halus. Juga pantai gletser di seberang jalan sepadan dengan waktu Anda.,5 bintang
