User,Comment,Rating
Egi Rizaldi,Akhirnya lihat pakai mata kepala sendiri 🫶🏻,5 bintang
Ari Fengkeari,"Salah satu tujuan wisata yang menarik, kontur pantainya Unik. Banyak wisatawan berkunjung. Selalu hati-hati jika ingin berfoto dari atas, karena tebingnya terjal.",5 bintang
Davin Purnomo,"Keindahan alamnya luarbiasaaa.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Supaya lebih mudah kalian bisa ikut paket tour utk kesini.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Cuacanya panas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Masi ada yg belum dikunjungi mau banget utk balik lagi kesana",5 bintang
taufiq,"menuruni pantai yang sangat melelahkan, pantai di bawah bagus dengan ombak 3~4 meter, panjang pantai -+1 km dengan lebar-+50 meter, buat Pemkot setempat buatkan lift biar pengunjung bisa ke bawah karena potensi tebing ini sangat menjanjikan dan mushola juga",5 bintang
Epifani D Setyowati,"Penuh sesak manusia dispot foto yang tengah, terpaksa dispot lain yang tidak kalah indahnya. Terimakasih Pak Wayan yang mengantar dan memandu kami selama di Nusa Penida",4 bintang
Pajar D. Saputra,"Butuh perjuangan dan energi ekstra buat turun naik ke sini. Waktu yang saya tempuh kurang lebih setengah jam buat turun. Untuk naik ke atas lagi bener"" capek dan bisa makan waktu lebih lama. Pastiin stamina kuat aja buat kalian yang mau turun, tapi worth it kok kalo udah sampai dibawah hahaha",5 bintang
adjie rahmat,View di tempat ini sangat mengagumkan sesuai ekspektasi pecinta foto,5 bintang
chrisshowphal,"mendungpun cantik banget pemandangannya.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
harus siapin stamina ya. jangan lupa makan! kalau lapar gak ada tenaga                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , jangan kekenyangan banget                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , nanti muntah.                                                                                                                                                                                                        ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
karena kalau mau turun ke pantai, anak tangganya tinggi2. kalau cuaca cerah. foto bagus banget, tapi panasnya uwaw.",5 bintang
Roma Hotmaria,"Untuk bisa ke kelingking beach harus naik kapal kecil dari sanur(bali) 30 menit atau dari kusamba(bali) 15 menit. Kapalnya bagus dan dilengkapi jaket pelampung. Sampai di nusa penida kita masih harus naik mobil menuju kelingking beach. Sebaiknya menggunakan guide atau travel untuk memperlancar urusan transportasi. View di kelingking beach sangat menabjubkan. Tidak akan menyesal jauh-jauh kesana. Sangat sangat indah. Sangat alami dan memanjakan mata. Tapi untuk bisa mencapai pantainya, perlu usaha ekstra karna jalan menuju pantai hanya berupa jalan setapak yang masih dari tanah berjalan dari ketinggian tebing dengan pegangan dari kayu.",5 bintang
Wayan Agus,"Coba deh agendakan liburan kalian k klingking beach                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , nusa penida                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
❤️",5 bintang
Harie setiawan,Tempat wajib d kunjungi saat di nusa penida. Apalagi saat cuaca bagus,5 bintang
Dimas Agy,Destinasi wajib jika ke nusa penida disana disuguhi pemandangan alam yg luar biasa.. utk lbh puas ambil paket stay 1 hari 1 mlm utk bisa turun ke bibir pantai klingking beach,5 bintang
Ipoel 76,"Cakeppppp,jangn turun kebawah klo fisik kira2 nga kuat 😁...  Awas banyak monyet mengincar Bawaan anda,parkir luas,toilet banyak,warung makan Banyak,trek jalanan panjang lewati bukit2 Relatif Sepi, Klo pake motor siapkan Bensin yg cukup, Parkir motor 5rb,mobil kayaknya 10rb ( sudah termasuk area wisata ) …",5 bintang
DAVE KRISTIANTO,"tempatnya keren banget, pantai bersih dan warnanya memanjakan mata., emang ikonik&destinasi view utama kalo ke nusa penida ini,, hanya saja kalo untuk turun ke pantainya lumayan agk jauh, sama jalan akses kesananya ad beberapa bagian yg masih jlan tanah begelombang&berdebu., Uniknya waktu kmaren kesana sih suasananya ngerasa aku yg jd turis mancanegaranya. krna, mgkin pas kesana kmaren dari sekian banyaknya pengunjung 80% di dominasi wisatawan asing., 😅",5 bintang
The Chandz,"tempatnya keren bgt,,,, instagrammable,, luar biasa view yg didapatkan, sayangnya pas hari libur panjang, jd tempatnya sangat2 ramai",5 bintang
Dhanu Dewantara,"Aseeliiii indah bangeeet. Wajib cobain turun ke pantai dibawahnya Wokwok                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Aku rekomendasikan turun tpi yang fisiknya kuat ya. Estimasi turun kebawah butuh waktu 45menit sesuai kemampuan sih. Karena jalannya sangat dan sangat sangat terjal. Saya harap ada pengembangan lebih lanjut untuk mempercepat, mempermudah dan memperaman untuk keselamatan wisatawan.",5 bintang
rizki rachmadan,"Tempat wisata di Nusa Penida memang memiliki standart yang baik, tiket masuk hanya 5k dan tanpa biaya parkir (kebetulan sewa motor). Keren banget dah",5 bintang
Lenny,"Tempat healing terbaik untuk memanjakan mata😍😍,panasss banget sech waktu kesini tapi terbayarkan.tiket masuk 10K/motor. untuk tempat makan tidak perlu khawatir,banyak UMKM yg berjualan suvenir atau cafe” dari parkir ke sepanjang jalan mau ketebing ini.",5 bintang
Very Panca,"Pantai yang indah, salah satu tujuan utama saat di Nusa Penida...",5 bintang
Akhmad Helmi Irfansah,"Dulu pernah kesini                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , skrng kesini lagi sama ayang dan teman-temannya… mau ke tempatnya ada aja dramanya kyk bensin abis wkwk untung gak jauh dari kita berhenti ada orang jual bensin…                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Btw pas sampe situ siang-siang rame bangettttt kita udah kira-kira sih kalau rame tempatnya karna emang lagi long weekend mau gimana lagi, tapi tempatnya masih bagus bgttt gilak emg harus liat langsung pake mata sih… mantap lah",5 bintang
Kiki Kurniawan,"Sayang jalan ke sananya agak rusak sedikit lg, dan pengaman pembatas kurang banyak. Hati hati dan bijak keselamatan diri utamakan. Yg lainnya sangat sangat bagus. Tour lokal jg bagus. Sayang di lewatkan. Kalau mo puas 2 atau 3 hari di sana.",5 bintang
Shirahime Simangunsong,"The iconic place di Nusa Penida. Siapkan stamina supaya kuat naik turun anak tangga disini. Tidak seterjal di Segara Kidul                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , tapi tetap menguras tenaga. View-nya jangan ditanya.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Sebelum turun ke pantai ada sekelompok monyet yang berkerumun di sekitar Pura Klingking, sewaktu kami berkunjung kawanan monyet ini cukup ramah dan berkerumun meminta makanan. Walaupun begitu tetap jaga keamanan barang bawaan anda.",5 bintang
feri amrina,"tempat yang ada di nusa penida emang asik banget...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
klo ke nusa penida msti harus naek speed boat yang bgitu seru..sekitar 1 jam dengan biaya murah...",5 bintang
Made Karta,tempat wisata yg sangat bagus dnusa penida👍👍,4 bintang
Triyani Indah,"Bagus banget pemandangannya                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , apalagi pantai pasir putihnya                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,                                                                                                                                                                                                                      ,                                                                                                                                                                                                                                    ,                                                                                                                                                                                         ,                                                                                                                                                                                                              ,                                                       ,                                                                                                                            ,                                                         ,
Tapi untuk yg tidak terbiasa dan suka wall climbing, disarankan tidak turun kebawah karena jalurnya cukup curam. Jadi harus berhati-hati dan pelan-pelan ketika perjalanan",5 bintang
